663|1.12.28|2
664|1.12.29|2
665|1.12.30|2
666|1.12.31|2
667|1.12.32|2
668|1.12.33|2
669|1.12.34|2
670|1.12.35|2
671|1.12.36|2
672|1.12.37|2
673|1.12.38|2
674|1.12.39|2
675|1.13.1|2
676|1.13.2|2
677|1.13.3|2
678|1.13.4|2
679|1.13.5|2
680|1.13.6|2
681|1.13.7|2
682|1.13.8|2
683|1.13.9|2
684|1.13.10|2
685|1.13.11|2
686|1.13.12|2
687|1.13.13|2
688|1.13.14|2
689|1.13.15|2
690|1.13.16|2
691|1.13.17|2
692|1.13.18|2
693|1.13.19|2
694|1.13.20|2
695|1.13.21|2
696|1.13.22|2
697|1.13.23|2
698|1.13.24|2
699|1.13.25|2
700|1.13.26|2
701|1.13.27|2
702|1.13.28|2
703|1.13.29|2
704|1.13.30|2
705|1.13.31|2
706|1.13.32|2
707|1.13.33|2
708|1.13.34|2
709|1.13.35|2
710|1.13.36|2
711|1.13.37|2
712|1.13.38|2
713|1.13.39|2
714|1.13.40|2
754|1.14.1|2
755|1.14.2|2
756|1.14.3|2
757|1.14.4|2
758|1.14.5|2
759|1.14.6|2
760|1.14.7|2
761|1.14.8|2
762|1.14.9|2
763|1.14.10|2
764|1.14.11|2
765|1.14.12|2
766|1.14.13|2
767|1.14.14|2
768|1.14.15|2
769|1.14.16|2
770|1.14.17|2
771|1.14.18|2
772|1.14.19|2
773|1.14.20|2
774|1.14.21|2
775|1.14.22|2
776|1.14.23|2
777|1.14.24|2
778|1.14.25|2
779|1.14.26|2
780|1.14.27|2
781|1.14.28|2
782|1.14.29|2
783|1.14.30|2
784|1.14.31|2
785|1.14.32|2
786|1.14.33|2
787|1.14.34|2
788|1.14.35|2
789|1.14.36|2
790|1.14.37|2
791|1.14.38|2
792|1.14.39|2
793|1.14.40|2
794|1.15.1|2
795|1.15.2|2
796|1.15.3|2
797|1.15.4|2
798|1.15.5|2
799|1.15.6|2
800|1.15.7|2
801|1.15.8|2
802|1.15.9|2
803|1.15.10|2
804|1.15.11|2
805|1.15.12|2
806|1.15.13|2
807|1.15.14|2
808|1.15.15|2
809|1.15.16|2
810|1.15.17|2
811|1.15.18|2
812|1.15.19|2
813|1.15.20|2
814|1.15.21|2
815|1.15.22|2
816|1.15.23|2
817|1.15.24|2
818|1.15.25|2
819|1.15.26|2
820|1.15.27|2
821|1.15.28|2
822|1.15.29|2
823|1.15.30|2
824|1.15.31|2
825|1.15.32|2
826|1.15.33|2
827|1.15.34|2
828|1.15.35|2
829|1.15.36|2
830|1.15.37|2
831|1.15.38|2
832|1.15.39|2
913|1.16.1|2
914|1.16.2|2
915|1.16.3|2
916|1.16.4|2
917|1.16.5|2
918|1.16.6|2
919|1.16.7|2
920|1.16.8|2
921|1.16.9|2
922|1.16.10|2
923|1.16.11|2
924|1.16.12|2
925|1.16.13|2
926|1.16.14|2
927|1.16.15|2
928|1.16.16|2
929|1.16.17|2
930|1.16.18|2
931|1.16.19|2
932|1.16.20|2
933|1.16.21|2
934|1.16.22|2
935|1.16.23|2
936|1.16.24|2
937|1.16.25|2
938|1.16.26|2
939|1.16.27|2
940|1.16.28|2
941|1.16.29|2
942|1.16.30|2
943|1.16.31|2
944|1.16.32|2
945|1.16.33|2
946|1.16.34|2
947|1.16.35|2
948|1.16.36|2
949|1.16.37|2
950|1.16.38|2
951|1.16.39|2
952|1.17.1|2
953|1.17.2|2
954|1.17.3|2
955|1.17.4|2
956|1.17.5|2
957|1.17.6|2
958|1.17.7|2
959|1.17.8|2
960|1.17.9|2
1011|1.18.1|2
1012|1.18.2|2
1013|1.18.3|2
1014|1.18.4|2
1015|1.18.5|2
1016|1.18.6|2
1017|1.18.7|2
1018|1.18.8|2
1019|1.18.9|2
1020|1.18.10|2
1031|1.19.1|2
1032|1.19.2|2
1033|1.19.3|2
1034|1.19.4|2
1035|1.19.5|2
1036|1.19.6|2
1037|1.19.7|2
1038|1.19.8|2
1039|1.19.9|2
1040|1.19.10|2
1159|1.20.1|2
1160|1.20.2|2
1161|1.20.3|2
1162|1.20.4|2
1163|1.20.5|2
1164|1.20.6|2
1165|1.20.7|2
1166|1.20.8|2
1167|1.20.9|2
1168|1.20.10|2
1179|1.21.1|2
1180|1.21.2|2
1181|1.21.3|2
1182|1.21.4|2
1183|1.21.5|2
1184|1.21.6|2
1185|1.21.7|2
1186|1.21.8|2
1187|1.21.9|2
1188|1.21.10|2
1208|1.22.1|2
1209|1.22.2|2
1210|1.22.3|2
1211|1.22.4|2
1212|1.22.5|2
1213|1.22.6|2
1214|1.22.7|2
1215|1.22.8|2
1216|1.22.9|2
1217|1.22.10|2
1238|1.23.1|2
1239|1.23.2|2
1240|1.23.3|2
1241|1.23.4|2
1242|1.23.5|2
1243|1.23.6|2
1244|1.23.7|2
1245|1.23.8|2
1246|1.23.9|2
1247|1.23.10|2
1298|1.24.1|2
1299|1.24.2|2
1300|1.24.3|2
1301|1.24.4|2
1302|1.24.5|2
1303|1.24.6|2
1304|1.24.7|2
1305|1.24.8|2
1334|1.25.1|2
1335|1.25.2|2
1336|1.25.3|2
1337|1.25.4|2
1338|1.25.5|2
1339|1.25.6|2
1340|1.25.7|2
1341|1.25.8|2
1342|1.25.9|2
1343|1.25.10|2
1383|1.26.1|2
1384|1.26.2|2
1385|1.26.3|2
1386|1.26.4|2
1387|1.26.5|2
1388|1.26.6|2
1389|1.26.7|2
1390|1.26.8|2
1391|1.26.9|2
1392|1.26.10|2
1403|1.27.1|2
1404|1.27.2|2
1405|1.27.3|2
1406|1.27.4|2
1407|1.27.5|2
1408|1.27.6|2
1409|1.27.7|2
1410|1.27.8|2
1411|1.27.9|2
1412|1.27.10|2
1435|1.28.1|2
1436|1.28.2|2
1437|1.28.3|2
1438|1.28.4|2
1439|1.28.5|2
1440|1.28.6|2
1441|1.28.7|2
1442|1.28.8|2
1443|1.28.9|2
1444|1.28.10|2
