id,type,integer_id,upper_bound,height,depth
813,TreeNode,524,525,0,11
814,TreeNode,526,527,0,11
113,TreeNode,530,555,4,9
312,TreeNode,531,538,1,10
815,TreeNode,532,533,0,11
816,TreeNode,534,535,0,11
817,TreeNode,536,537,0,11
313,TreeNode,539,540,0,10
314,TreeNode,541,554,3,10
325,TreeNode,542,551,2,11
603,TreeNode,543,550,1,12
759,TreeNode,544,545,0,13
760,TreeNode,546,547,0,13
761,TreeNode,548,549,0,13
326,TreeNode,552,553,0,11
114,TreeNode,556,629,7,9
117,TreeNode,557,562,1,10
255,TreeNode,558,559,0,11
256,TreeNode,560,561,0,11
118,TreeNode,563,628,6,10
127,TreeNode,564,601,5,11
428,TreeNode,565,578,3,12
437,TreeNode,566,573,2,13
537,TreeNode,567,570,1,14
847,TreeNode,568,569,0,15
538,TreeNode,571,572,0,14
438,TreeNode,574,577,1,13
523,TreeNode,575,576,0,14
429,TreeNode,579,580,0,12
430,TreeNode,581,600,4,12
601,TreeNode,582,583,0,13
602,TreeNode,584,599,3,13
662,TreeNode,585,586,0,14
663,TreeNode,587,588,0,14
664,TreeNode,589,598,2,14
771,TreeNode,590,595,1,15
975,TreeNode,591,592,0,16
976,TreeNode,593,594,0,16
772,TreeNode,596,597,0,15
128,TreeNode,602,623,4,11
200,TreeNode,603,622,3,12
649,TreeNode,604,609,1,13
997,TreeNode,605,606,0,14
998,TreeNode,607,608,0,14
650,TreeNode,610,613,1,13
653,TreeNode,611,612,0,14
651,TreeNode,614,621,2,13
703,TreeNode,615,620,1,14
944,TreeNode,616,617,0,15
945,TreeNode,618,619,0,15
129,TreeNode,624,627,1,11
207,TreeNode,625,626,0,12
71,TreeNode,631,636,1,8
605,TreeNode,632,633,0,9
606,TreeNode,634,635,0,9
72,TreeNode,637,750,6,8
75,TreeNode,638,645,2,9
83,TreeNode,639,640,0,10
84,TreeNode,641,644,1,10
140,TreeNode,642,643,0,11
76,TreeNode,646,749,5,9
100,TreeNode,647,696,4,10
194,TreeNode,648,679,3,11
431,TreeNode,649,662,2,12
616,TreeNode,650,651,0,13
617,TreeNode,652,653,0,13
618,TreeNode,654,661,1,13
716,TreeNode,655,656,0,14
717,TreeNode,657,658,0,14
718,TreeNode,659,660,0,14
432,TreeNode,663,664,0,12
433,TreeNode,665,678,2,12
533,TreeNode,666,669,1,13
600,TreeNode,667,668,0,14
534,TreeNode,670,671,0,13
535,TreeNode,672,677,1,13
794,TreeNode,673,674,0,14
795,TreeNode,675,676,0,14
195,TreeNode,680,683,1,11
907,TreeNode,681,682,0,12
196,TreeNode,684,695,2,11
252,TreeNode,685,692,1,12
562,TreeNode,686,687,0,13
563,TreeNode,688,689,0,13
564,TreeNode,690,691,0,13
253,TreeNode,693,694,0,12
101,TreeNode,697,712,4,10
203,TreeNode,698,711,3,11
495,TreeNode,699,708,2,12
550,TreeNode,700,701,0,13
551,TreeNode,702,705,1,13
808,TreeNode,703,704,0,14
552,TreeNode,706,707,0,13
496,TreeNode,709,710,0,12
102,TreeNode,713,748,4,10
223,TreeNode,714,727,2,11
333,TreeNode,715,722,1,12
683,TreeNode,716,717,0,13
684,TreeNode,718,719,0,13
685,TreeNode,720,721,0,13
334,TreeNode,723,726,1,12
525,TreeNode,724,725,0,13
224,TreeNode,728,729,0,11
225,TreeNode,730,747,3,11
239,TreeNode,731,736,1,12
980,TreeNode,732,733,0,13
981,TreeNode,734,735,0,13
240,TreeNode,737,746,2,12
301,TreeNode,738,741,1,13
973,TreeNode,739,740,0,14
302,TreeNode,742,743,0,13
303,TreeNode,744,745,0,13
26,TreeNode,754,765,2,5
192,TreeNode,755,756,0,6
193,TreeNode,757,764,1,6
827,TreeNode,758,759,0,7
828,TreeNode,760,761,0,7
829,TreeNode,762,763,0,7
7,TreeNode,768,1871,19,3
8,TreeNode,769,1654,18,4
15,TreeNode,770,825,9,5
40,TreeNode,771,824,8,6
73,TreeNode,772,817,7,7
77,TreeNode,773,782,3,8
134,TreeNode,774,781,2,9
569,TreeNode,775,780,1,10
884,TreeNode,776,777,0,11
885,TreeNode,778,779,0,11
78,TreeNode,783,816,6,8
88,TreeNode,784,815,5,9
188,TreeNode,785,786,0,10
189,TreeNode,787,808,4,10
469,TreeNode,788,795,2,11
825,TreeNode,789,792,1,12
903,TreeNode,790,791,0,13
826,TreeNode,793,794,0,12
470,TreeNode,796,797,0,11
471,TreeNode,798,807,3,11
677,TreeNode,799,806,2,12
681,TreeNode,800,803,1,13
793,TreeNode,801,802,0,14
682,TreeNode,804,805,0,13
190,TreeNode,809,814,1,10
480,TreeNode,810,811,0,11
481,TreeNode,812,813,0,11
74,TreeNode,818,823,1,7
115,TreeNode,819,820,0,8
116,TreeNode,821,822,0,8
16,TreeNode,826,1653,17,5
20,TreeNode,827,1652,16,6
21,TreeNode,828,1085,15,7
54,TreeNode,829,1068,14,8
105,TreeNode,830,1021,13,9
109,TreeNode,831,972,12,10
121,TreeNode,832,833,0,11
122,TreeNode,834,835,0,11
123,TreeNode,836,971,11,11
138,TreeNode,837,970,10,12
159,TreeNode,838,863,3,13
257,TreeNode,839,854,2,14
848,TreeNode,840,841,0,15
849,TreeNode,842,845,1,15
956,TreeNode,843,844,0,16
850,TreeNode,846,853,1,15
986,TreeNode,847,848,0,16
987,TreeNode,849,850,0,16
988,TreeNode,851,852,0,16
258,TreeNode,855,858,1,14
578,TreeNode,856,857,0,15
259,TreeNode,859,862,1,14
319,TreeNode,860,861,0,15
160,TreeNode,864,869,2,13
238,TreeNode,865,868,1,14
628,TreeNode,866,867,0,15
161,TreeNode,870,969,9,13
166,TreeNode,871,902,3,14
339,TreeNode,872,873,0,15
340,TreeNode,874,891,2,15
398,TreeNode,875,880,1,16
548,TreeNode,876,877,0,17
549,TreeNode,878,879,0,17
399,TreeNode,881,888,1,16
665,TreeNode,882,883,0,17
666,TreeNode,884,885,0,17
667,TreeNode,886,887,0,17
400,TreeNode,889,890,0,16
341,TreeNode,892,901,2,15
573,TreeNode,893,898,1,16
889,TreeNode,894,895,0,17
890,TreeNode,896,897,0,17
574,TreeNode,899,900,0,16
167,TreeNode,903,916,3,14
479,TreeNode,904,915,2,15
566,TreeNode,905,910,1,16
781,TreeNode,906,907,0,17
782,TreeNode,908,909,0,17
567,TreeNode,911,912,0,16
568,TreeNode,913,914,0,16
168,TreeNode,917,968,8,14
201,TreeNode,918,963,7,15
330,TreeNode,919,920,0,16
331,TreeNode,921,960,6,16
351,TreeNode,922,927,2,17
462,TreeNode,923,926,1,18
687,TreeNode,924,925,0,19
352,TreeNode,928,959,5,17
510,TreeNode,929,938,2,18
784,TreeNode,930,933,1,19
962,TreeNode,931,932,0,20
785,TreeNode,934,935,0,19
786,TreeNode,936,937,0,19
511,TreeNode,939,956,4,18
565,TreeNode,940,955,3,19
706,TreeNode,941,946,2,20
833,TreeNode,942,945,1,21
961,TreeNode,943,944,0,22
707,TreeNode,947,954,1,20
830,TreeNode,948,949,0,21
831,TreeNode,950,951,0,21
832,TreeNode,952,953,0,21
512,TreeNode,957,958,0,18
332,TreeNode,961,962,0,16
202,TreeNode,964,967,1,15
276,TreeNode,965,966,0,16
110,TreeNode,973,1018,5,10
245,TreeNode,974,979,1,11
442,TreeNode,975,976,0,12
443,TreeNode,977,978,0,12
246,TreeNode,980,997,4,11
638,TreeNode,981,996,3,12
841,TreeNode,982,995,2,13
941,TreeNode,983,988,1,14
948,TreeNode,984,985,0,15
949,TreeNode,986,987,0,15
942,TreeNode,989,990,0,14
943,TreeNode,991,994,1,14
985,TreeNode,992,993,0,15
247,TreeNode,998,1017,4,11
570,TreeNode,999,1008,3,12
656,TreeNode,1000,1007,2,13
938,TreeNode,1001,1006,1,14
939,TreeNode,1002,1003,0,15
940,TreeNode,1004,1005,0,15
571,TreeNode,1009,1014,1,12
590,TreeNode,1010,1011,0,13
591,TreeNode,1012,1013,0,13
572,TreeNode,1015,1016,0,12
111,TreeNode,1019,1020,0,10
106,TreeNode,1022,1067,6,9
119,TreeNode,1023,1062,5,10
272,TreeNode,1024,1061,4,11
296,TreeNode,1025,1040,2,12
448,TreeNode,1026,1027,0,13
449,TreeNode,1028,1033,1,13
821,TreeNode,1029,1030,0,14
822,TreeNode,1031,1032,0,14
450,TreeNode,1034,1039,1,13
622,TreeNode,1035,1036,0,14
623,TreeNode,1037,1038,0,14
297,TreeNode,1041,1060,3,12
777,TreeNode,1042,1053,2,13
932,TreeNode,1043,1044,0,14
933,TreeNode,1045,1046,0,14
934,TreeNode,1047,1052,1,14
946,TreeNode,1048,1049,0,15
947,TreeNode,1050,1051,0,15
778,TreeNode,1054,1059,1,13
803,TreeNode,1055,1056,0,14
804,TreeNode,1057,1058,0,14
120,TreeNode,1063,1066,1,10
208,TreeNode,1064,1065,0,11
55,TreeNode,1069,1080,3,8
232,TreeNode,1070,1079,2,9
270,TreeNode,1071,1074,1,10
279,TreeNode,1072,1073,0,11
271,TreeNode,1075,1078,1,10
478,TreeNode,1076,1077,0,11
56,TreeNode,1081,1084,1,8
60,TreeNode,1082,1083,0,9
22,TreeNode,1086,1107,7,7
57,TreeNode,1087,1106,6,8
58,TreeNode,1088,1105,5,9
91,TreeNode,1089,1104,4,10
92,TreeNode,1090,1103,3,11
179,TreeNode,1091,1102,2,12
482,TreeNode,1092,1093,0,13
483,TreeNode,1094,1101,1,13
668,TreeNode,1095,1096,0,14
669,TreeNode,1097,1098,0,14
670,TreeNode,1099,1100,0,14
23,TreeNode,1108,1651,14,7
41,TreeNode,1109,1228,8,8
124,TreeNode,1110,1175,7,9
266,TreeNode,1111,1112,0,10
267,TreeNode,1113,1116,1,10
447,TreeNode,1114,1115,0,11
268,TreeNode,1117,1174,6,10
292,TreeNode,1118,1149,5,11
305,TreeNode,1119,1136,4,12
388,TreeNode,1120,1135,3,13
389,TreeNode,1121,1124,1,14
740,TreeNode,1122,1123,0,15
390,TreeNode,1125,1126,0,14
391,TreeNode,1127,1134,2,14
710,TreeNode,1128,1129,0,15
711,TreeNode,1130,1133,1,15
931,TreeNode,1131,1132,0,16
306,TreeNode,1137,1138,0,12
307,TreeNode,1139,1148,2,12
412,TreeNode,1140,1145,1,13
704,TreeNode,1141,1142,0,14
705,TreeNode,1143,1144,0,14
413,TreeNode,1146,1147,0,13
293,TreeNode,1150,1173,4,11
632,TreeNode,1151,1154,1,12
739,TreeNode,1152,1153,0,13
633,TreeNode,1155,1172,3,12
909,TreeNode,1156,1157,0,13
910,TreeNode,1158,1169,2,13
970,TreeNode,1159,1160,0,14
971,TreeNode,1161,1166,1,14
982,TreeNode,1162,1163,0,15
983,TreeNode,1164,1165,0,15
972,TreeNode,1167,1168,0,14
911,TreeNode,1170,1171,0,13
125,TreeNode,1176,1177,0,9
126,TreeNode,1178,1227,6,9
308,TreeNode,1179,1186,1,10
900,TreeNode,1180,1181,0,11
901,TreeNode,1182,1183,0,11
902,TreeNode,1184,1185,0,11
309,TreeNode,1187,1220,5,10
503,TreeNode,1188,1189,0,11
504,TreeNode,1190,1201,2,11
701,TreeNode,1191,1194,1,12
959,TreeNode,1192,1193,0,13
702,TreeNode,1195,1200,1,12
809,TreeNode,1196,1197,0,13
810,TreeNode,1198,1199,0,13
505,TreeNode,1202,1219,4,11
713,TreeNode,1203,1218,3,12
818,TreeNode,1204,1205,0,13
819,TreeNode,1206,1207,0,13
820,TreeNode,1208,1217,2,13
875,TreeNode,1209,1212,1,14
950,TreeNode,1210,1211,0,15
876,TreeNode,1213,1214,0,14
877,TreeNode,1215,1216,0,14
310,TreeNode,1221,1226,1,10
486,TreeNode,1222,1223,0,11
487,TreeNode,1224,1225,0,11
42,TreeNode,1229,1422,13,8
52,TreeNode,1230,1421,12,9
85,TreeNode,1231,1244,2,10
103,TreeNode,1232,1235,1,11
144,TreeNode,1233,1234,0,12
104,TreeNode,1236,1243,1,11
559,TreeNode,1237,1238,0,12
560,TreeNode,1239,1240,0,12
561,TreeNode,1241,1242,0,12
86,TreeNode,1245,1252,2,10
769,TreeNode,1246,1249,1,11
834,TreeNode,1247,1248,0,12
770,TreeNode,1250,1251,0,11
87,TreeNode,1253,1420,11,10
107,TreeNode,1254,1287,5,11
260,TreeNode,1255,1258,1,12
350,TreeNode,1256,1257,0,13
261,TreeNode,1259,1272,3,12
342,TreeNode,1260,1261,0,13
343,TreeNode,1262,1271,2,13
419,TreeNode,1263,1268,1,14
518,TreeNode,1264,1265,0,15
519,TreeNode,1266,1267,0,15
420,TreeNode,1269,1270,0,14
262,TreeNode,1273,1286,4,12
465,TreeNode,1274,1285,3,13
671,TreeNode,1275,1280,2,14
700,TreeNode,1276,1279,1,15
811,TreeNode,1277,1278,0,16
672,TreeNode,1281,1282,0,14
673,TreeNode,1283,1284,0,14
108,TreeNode,1288,1419,10,11
149,TreeNode,1289,1292,1,12
174,TreeNode,1290,1291,0,13
150,TreeNode,1293,1412,9,12
155,TreeNode,1294,1329,6,13
304,TreeNode,1295,1328,5,14
360,TreeNode,1296,1297,0,15
361,TreeNode,1298,1325,4,15
451,TreeNode,1299,1306,1,16
731,TreeNode,1300,1301,0,17
732,TreeNode,1302,1303,0,17
733,TreeNode,1304,1305,0,17
452,TreeNode,1307,1320,3,16
529,TreeNode,1308,1315,2,17
586,TreeNode,1309,1310,0,18
587,TreeNode,1311,1314,1,18
1000,TreeNode,1312,1313,0,19
530,TreeNode,1316,1317,0,17
531,TreeNode,1318,1319,0,17
453,TreeNode,1321,1324,1,16
627,TreeNode,1322,1323,0,17
362,TreeNode,1326,1327,0,15
156,TreeNode,1330,1407,8,13
171,TreeNode,1331,1340,2,14
756,TreeNode,1332,1335,1,15
999,TreeNode,1333,1334,0,16
757,TreeNode,1336,1337,0,15
758,TreeNode,1338,1339,0,15
172,TreeNode,1341,1388,7,14
209,TreeNode,1342,1387,6,15
263,TreeNode,1343,1344,0,16
264,TreeNode,1345,1352,1,16
790,TreeNode,1346,1347,0,17
791,TreeNode,1348,1349,0,17
792,TreeNode,1350,1351,0,17
265,TreeNode,1353,1386,5,16
347,TreeNode,1354,1355,0,17
348,TreeNode,1356,1359,1,17
375,TreeNode,1357,1358,0,18
349,TreeNode,1360,1385,4,17
424,TreeNode,1361,1368,2,18
708,TreeNode,1362,1365,1,19
842,TreeNode,1363,1364,0,20
709,TreeNode,1366,1367,0,19
425,TreeNode,1369,1384,3,18
454,TreeNode,1370,1377,2,19
477,TreeNode,1371,1376,1,20
800,TreeNode,1372,1373,0,21
801,TreeNode,1374,1375,0,21
455,TreeNode,1378,1379,0,19
456,TreeNode,1380,1383,1,19
719,TreeNode,1381,1382,0,20
173,TreeNode,1389,1406,3,14
553,TreeNode,1390,1399,2,15
612,TreeNode,1391,1392,0,16
613,TreeNode,1393,1398,1,16
625,TreeNode,1394,1395,0,17
626,TreeNode,1396,1397,0,17
554,TreeNode,1400,1401,0,15
555,TreeNode,1402,1405,1,15
694,TreeNode,1403,1404,0,16
157,TreeNode,1408,1411,1,13
180,TreeNode,1409,1410,0,14
151,TreeNode,1413,1418,1,12
439,TreeNode,1414,1415,0,13
440,TreeNode,1416,1417,0,13
43,TreeNode,1423,1650,9,8
45,TreeNode,1424,1535,8,9
181,TreeNode,1425,1534,7,10
235,TreeNode,1426,1453,4,11
463,TreeNode,1427,1442,3,12
634,TreeNode,1428,1437,2,13
881,TreeNode,1429,1430,0,14
882,TreeNode,1431,1432,0,14
883,TreeNode,1433,1436,1,14
926,TreeNode,1434,1435,0,15
635,TreeNode,1438,1439,0,13
636,TreeNode,1440,1441,0,13
464,TreeNode,1443,1452,2,12
724,TreeNode,1444,1447,1,13
747,TreeNode,1445,1446,0,14
725,TreeNode,1448,1449,0,13
726,TreeNode,1450,1451,0,13
236,TreeNode,1454,1495,4,11
249,TreeNode,1455,1480,3,12
364,TreeNode,1456,1467,2,13
773,TreeNode,1457,1464,1,14
844,TreeNode,1458,1459,0,15
845,TreeNode,1460,1461,0,15
846,TreeNode,1462,1463,0,15
774,TreeNode,1465,1466,0,14
365,TreeNode,1468,1479,2,13
861,TreeNode,1469,1470,0,14
862,TreeNode,1471,1472,0,14
863,TreeNode,1473,1478,1,14
951,TreeNode,1474,1475,0,15
952,TreeNode,1476,1477,0,15
250,TreeNode,1481,1490,2,12
459,TreeNode,1482,1483,0,13
460,TreeNode,1484,1485,0,13
461,TreeNode,1486,1489,1,13
532,TreeNode,1487,1488,0,14
251,TreeNode,1491,1494,1,12
960,TreeNode,1492,1493,0,13
237,TreeNode,1496,1533,6,11
248,TreeNode,1497,1532,5,12
273,TreeNode,1498,1499,0,13
274,TreeNode,1500,1529,4,13
282,TreeNode,1501,1502,0,14
283,TreeNode,1503,1508,1,14
392,TreeNode,1504,1505,0,15
393,TreeNode,1506,1507,0,15
284,TreeNode,1509,1528,3,14
645,TreeNode,1510,1511,0,15
646,TreeNode,1512,1519,2,15
727,TreeNode,1513,1516,1,16
783,TreeNode,1514,1515,0,17
728,TreeNode,1517,1518,0,16
647,TreeNode,1520,1527,2,15
654,TreeNode,1521,1522,0,16
655,TreeNode,1523,1526,1,16
693,TreeNode,1524,1525,0,17
275,TreeNode,1530,1531,0,13
46,TreeNode,1536,1549,3,9
143,TreeNode,1537,1548,2,10
315,TreeNode,1538,1543,1,11
317,TreeNode,1539,1540,0,12
318,TreeNode,1541,1542,0,12
316,TreeNode,1544,1547,1,11
441,TreeNode,1545,1546,0,12
47,TreeNode,1550,1649,8,9
95,TreeNode,1551,1556,1,10
484,TreeNode,1552,1553,0,11
485,TreeNode,1554,1555,0,11
96,TreeNode,1557,1626,7,10
218,TreeNode,1558,1561,1,11
499,TreeNode,1559,1560,0,12
219,TreeNode,1562,1625,6,11
220,TreeNode,1563,1584,4,12
369,TreeNode,1564,1579,3,13
729,TreeNode,1565,1566,0,14
730,TreeNode,1567,1578,2,14
823,TreeNode,1568,1569,0,15
824,TreeNode,1570,1577,1,15
914,TreeNode,1571,1572,0,16
915,TreeNode,1573,1574,0,16
916,TreeNode,1575,1576,0,16
370,TreeNode,1580,1581,0,13
371,TreeNode,1582,1583,0,13
221,TreeNode,1585,1622,5,12
385,TreeNode,1586,1595,2,13
472,TreeNode,1587,1590,1,14
594,TreeNode,1588,1589,0,15
473,TreeNode,1591,1592,0,14
474,TreeNode,1593,1594,0,14
386,TreeNode,1596,1597,0,13
387,TreeNode,1598,1621,4,13
744,TreeNode,1599,1600,0,14
745,TreeNode,1601,1620,3,14
878,TreeNode,1602,1615,2,15
904,TreeNode,1603,1604,0,16
905,TreeNode,1605,1606,0,16
906,TreeNode,1607,1614,1,16
977,TreeNode,1608,1609,0,17
978,TreeNode,1610,1611,0,17
979,TreeNode,1612,1613,0,17
879,TreeNode,1616,1617,0,15
880,TreeNode,1618,1619,0,15
222,TreeNode,1623,1624,0,12
97,TreeNode,1627,1648,4,10
131,TreeNode,1628,1629,0,11
132,TreeNode,1630,1641,3,11
610,TreeNode,1631,1638,2,12
624,TreeNode,1632,1637,1,13
954,TreeNode,1633,1634,0,14
955,TreeNode,1635,1636,0,14
611,TreeNode,1639,1640,0,12
133,TreeNode,1642,1647,2,11
184,TreeNode,1643,1646,1,12
206,TreeNode,1644,1645,0,13
9,TreeNode,1655,1662,2,4
81,TreeNode,1656,1661,1,5
