id,type,string_id,height,depth
9916,TreeNode,1.1.1.1.1.2.2.2.2.1.2.1,0,11
216,TreeNode,1.1.1.1.1.3,9,5
452,TreeNode,1.1.1.1.1.3.1,8,6
519,TreeNode,1.1.1.1.1.3.1.1,7,7
817,TreeNode,1.1.1.1.1.3.1.1.1,6,8
1598,TreeNode,1.1.1.1.1.3.1.1.1.1,5,9
2282,TreeNode,1.1.1.1.1.3.1.1.1.1.1,2,10
3240,TreeNode,1.1.1.1.1.3.1.1.1.1.1.1,1,11
5444,TreeNode,1.1.1.1.1.3.1.1.1.1.1.1.1,0,12
2283,TreeNode,1.1.1.1.1.3.1.1.1.1.2,4,10
3251,TreeNode,1.1.1.1.1.3.1.1.1.1.2.1,3,11
4431,TreeNode,1.1.1.1.1.3.1.1.1.1.2.1.1,2,12
6811,TreeNode,1.1.1.1.1.3.1.1.1.1.2.1.1.1,1,13
9739,TreeNode,1.1.1.1.1.3.1.1.1.1.2.1.1.1.1,0,14
9740,TreeNode,1.1.1.1.1.3.1.1.1.1.2.1.1.1.2,0,14
9741,TreeNode,1.1.1.1.1.3.1.1.1.1.2.1.1.1.3,0,14
6812,TreeNode,1.1.1.1.1.3.1.1.1.1.2.1.1.2,0,13
6813,TreeNode,1.1.1.1.1.3.1.1.1.1.2.1.1.3,0,13
4432,TreeNode,1.1.1.1.1.3.1.1.1.1.2.1.2,0,12
3252,TreeNode,1.1.1.1.1.3.1.1.1.1.2.2,0,11
1599,TreeNode,1.1.1.1.1.3.1.1.1.2,2,9
4441,TreeNode,1.1.1.1.1.3.1.1.1.2.1,0,10
4442,TreeNode,1.1.1.1.1.3.1.1.1.2.2,1,10
6158,TreeNode,1.1.1.1.1.3.1.1.1.2.2.1,0,11
520,TreeNode,1.1.1.1.1.3.1.2,7,7
1186,TreeNode,1.1.1.1.1.3.1.2.1,0,8
1187,TreeNode,1.1.1.1.1.3.1.2.2,6,8
1513,TreeNode,1.1.1.1.1.3.1.2.2.1,5,9
1861,TreeNode,1.1.1.1.1.3.1.2.2.1.1,1,10
8303,TreeNode,1.1.1.1.1.3.1.2.2.1.1.1,0,11
8304,TreeNode,1.1.1.1.1.3.1.2.2.1.1.2,0,11
8305,TreeNode,1.1.1.1.1.3.1.2.2.1.1.3,0,11
1862,TreeNode,1.1.1.1.1.3.1.2.2.1.2,0,10
1863,TreeNode,1.1.1.1.1.3.1.2.2.1.3,4,10
3383,TreeNode,1.1.1.1.1.3.1.2.2.1.3.1,3,11
4473,TreeNode,1.1.1.1.1.3.1.2.2.1.3.1.1,2,12
6387,TreeNode,1.1.1.1.1.3.1.2.2.1.3.1.1.1,1,13
8349,TreeNode,1.1.1.1.1.3.1.2.2.1.3.1.1.1.1,0,14
6388,TreeNode,1.1.1.1.1.3.1.2.2.1.3.1.1.2,1,13
7699,TreeNode,1.1.1.1.1.3.1.2.2.1.3.1.1.2.1,0,14
7700,TreeNode,1.1.1.1.1.3.1.2.2.1.3.1.1.2.2,0,14
6389,TreeNode,1.1.1.1.1.3.1.2.2.1.3.1.1.3,0,13
4474,TreeNode,1.1.1.1.1.3.1.2.2.1.3.1.2,0,12
4475,TreeNode,1.1.1.1.1.3.1.2.2.1.3.1.3,1,12
5163,TreeNode,1.1.1.1.1.3.1.2.2.1.3.1.3.1,0,13
3384,TreeNode,1.1.1.1.1.3.1.2.2.1.3.2,1,11
9648,TreeNode,1.1.1.1.1.3.1.2.2.1.3.2.1,0,12
521,TreeNode,1.1.1.1.1.3.1.3,6,7
655,TreeNode,1.1.1.1.1.3.1.3.1,2,8
4933,TreeNode,1.1.1.1.1.3.1.3.1.1,1,9
9594,TreeNode,1.1.1.1.1.3.1.3.1.1.1,0,10
9595,TreeNode,1.1.1.1.1.3.1.3.1.1.2,0,10
9596,TreeNode,1.1.1.1.1.3.1.3.1.1.3,0,10
656,TreeNode,1.1.1.1.1.3.1.3.2,5,8
859,TreeNode,1.1.1.1.1.3.1.3.2.1,4,9
1315,TreeNode,1.1.1.1.1.3.1.3.2.1.1,3,10
5988,TreeNode,1.1.1.1.1.3.1.3.2.1.1.1,0,11
5989,TreeNode,1.1.1.1.1.3.1.3.2.1.1.2,2,11
8846,TreeNode,1.1.1.1.1.3.1.3.2.1.1.2.1,0,12
8847,TreeNode,1.1.1.1.1.3.1.3.2.1.1.2.2,1,12
9220,TreeNode,1.1.1.1.1.3.1.3.2.1.1.2.2.1,0,13
9221,TreeNode,1.1.1.1.1.3.1.3.2.1.1.2.2.2,0,13
9222,TreeNode,1.1.1.1.1.3.1.3.2.1.1.2.2.3,0,13
5990,TreeNode,1.1.1.1.1.3.1.3.2.1.1.3,1,11
6144,TreeNode,1.1.1.1.1.3.1.3.2.1.1.3.1,0,12
6145,TreeNode,1.1.1.1.1.3.1.3.2.1.1.3.2,0,12
6146,TreeNode,1.1.1.1.1.3.1.3.2.1.1.3.3,0,12
860,TreeNode,1.1.1.1.1.3.1.3.2.2,2,9
3331,TreeNode,1.1.1.1.1.3.1.3.2.2.1,1,10
5758,TreeNode,1.1.1.1.1.3.1.3.2.2.1.1,0,11
3332,TreeNode,1.1.1.1.1.3.1.3.2.2.2,1,10
5250,TreeNode,1.1.1.1.1.3.1.3.2.2.2.1,0,11
5251,TreeNode,1.1.1.1.1.3.1.3.2.2.2.2,0,11
861,TreeNode,1.1.1.1.1.3.1.3.2.3,1,9
6666,TreeNode,1.1.1.1.1.3.1.3.2.3.1,0,10
38,TreeNode,1.1.1.1.2,9,4
178,TreeNode,1.1.1.1.2.1,3,5
5628,TreeNode,1.1.1.1.2.1.1,0,6
5629,TreeNode,1.1.1.1.2.1.2,2,6
6243,TreeNode,1.1.1.1.2.1.2.1,1,7
9670,TreeNode,1.1.1.1.2.1.2.1.1,0,8
9671,TreeNode,1.1.1.1.2.1.2.1.2,0,8
9672,TreeNode,1.1.1.1.2.1.2.1.3,0,8
6244,TreeNode,1.1.1.1.2.1.2.2,0,7
179,TreeNode,1.1.1.1.2.2,8,5
604,TreeNode,1.1.1.1.2.2.1,7,6
940,TreeNode,1.1.1.1.2.2.1.1,1,7
2195,TreeNode,1.1.1.1.2.2.1.1.1,0,8
2196,TreeNode,1.1.1.1.2.2.1.1.2,0,8
941,TreeNode,1.1.1.1.2.2.1.2,6,7
2034,TreeNode,1.1.1.1.2.2.1.2.1,1,8
5222,TreeNode,1.1.1.1.2.2.1.2.1.1,0,9
2035,TreeNode,1.1.1.1.2.2.1.2.2,3,8
2992,TreeNode,1.1.1.1.2.2.1.2.2.1,2,9
5006,TreeNode,1.1.1.1.2.2.1.2.2.1.1,1,10
5980,TreeNode,1.1.1.1.2.2.1.2.2.1.1.1,0,11
5007,TreeNode,1.1.1.1.2.2.1.2.2.1.2,0,10
5008,TreeNode,1.1.1.1.2.2.1.2.2.1.3,0,10
2036,TreeNode,1.1.1.1.2.2.1.2.3,5,8
2864,TreeNode,1.1.1.1.2.2.1.2.3.1,4,9
4166,TreeNode,1.1.1.1.2.2.1.2.3.1.1,3,10
4325,TreeNode,1.1.1.1.2.2.1.2.3.1.1.1,2,11
5428,TreeNode,1.1.1.1.2.2.1.2.3.1.1.1.1,1,12
7876,TreeNode,1.1.1.1.2.2.1.2.3.1.1.1.1.1,0,13
7877,TreeNode,1.1.1.1.2.2.1.2.3.1.1.1.1.2,0,13
7878,TreeNode,1.1.1.1.2.2.1.2.3.1.1.1.1.3,0,13
4326,TreeNode,1.1.1.1.2.2.1.2.3.1.1.2,2,11
4755,TreeNode,1.1.1.1.2.2.1.2.3.1.1.2.1,1,12
9710,TreeNode,1.1.1.1.2.2.1.2.3.1.1.2.1.1,0,13
9711,TreeNode,1.1.1.1.2.2.1.2.3.1.1.2.1.2,0,13
9712,TreeNode,1.1.1.1.2.2.1.2.3.1.1.2.1.3,0,13
4167,TreeNode,1.1.1.1.2.2.1.2.3.1.2,1,10
9584,TreeNode,1.1.1.1.2.2.1.2.3.1.2.1,0,11
9585,TreeNode,1.1.1.1.2.2.1.2.3.1.2.2,0,11
9586,TreeNode,1.1.1.1.2.2.1.2.3.1.2.3,0,11
942,TreeNode,1.1.1.1.2.2.1.3,2,7
2413,TreeNode,1.1.1.1.2.2.1.3.1,0,8
2414,TreeNode,1.1.1.1.2.2.1.3.2,1,8
2418,TreeNode,1.1.1.1.2.2.1.3.2.1,0,9
2415,TreeNode,1.1.1.1.2.2.1.3.3,1,8
9859,TreeNode,1.1.1.1.2.2.1.3.3.1,0,9
9860,TreeNode,1.1.1.1.2.2.1.3.3.2,0,9
605,TreeNode,1.1.1.1.2.2.2,1,6
857,TreeNode,1.1.1.1.2.2.2.1,0,7
39,TreeNode,1.1.1.1.3,11,4
292,TreeNode,1.1.1.1.3.1,8,5
513,TreeNode,1.1.1.1.3.1.1,4,6
1584,TreeNode,1.1.1.1.3.1.1.1,2,7
4089,TreeNode,1.1.1.1.3.1.1.1.1,1,8
5429,TreeNode,1.1.1.1.3.1.1.1.1.1,0,9
5430,TreeNode,1.1.1.1.3.1.1.1.1.2,0,9
4090,TreeNode,1.1.1.1.3.1.1.1.2,0,8
1585,TreeNode,1.1.1.1.3.1.1.2,3,7
2442,TreeNode,1.1.1.1.3.1.1.2.1,2,8
6294,TreeNode,1.1.1.1.3.1.1.2.1.1,0,9
6295,TreeNode,1.1.1.1.3.1.1.2.1.2,1,9
9825,TreeNode,1.1.1.1.3.1.1.2.1.2.1,0,10
9826,TreeNode,1.1.1.1.3.1.1.2.1.2.2,0,10
2443,TreeNode,1.1.1.1.3.1.1.2.2,0,8
514,TreeNode,1.1.1.1.3.1.2,6,6
4225,TreeNode,1.1.1.1.3.1.2.1,5,7
4283,TreeNode,1.1.1.1.3.1.2.1.1,4,8
4769,TreeNode,1.1.1.1.3.1.2.1.1.1,3,9
6597,TreeNode,1.1.1.1.3.1.2.1.1.1.1,2,10
8638,TreeNode,1.1.1.1.3.1.2.1.1.1.1.1,0,11
8639,TreeNode,1.1.1.1.3.1.2.1.1.1.1.2,1,11
9730,TreeNode,1.1.1.1.3.1.2.1.1.1.1.2.1,0,12
9731,TreeNode,1.1.1.1.3.1.2.1.1.1.1.2.2,0,12
8640,TreeNode,1.1.1.1.3.1.2.1.1.1.1.3,0,11
6598,TreeNode,1.1.1.1.3.1.2.1.1.1.2,0,10
4770,TreeNode,1.1.1.1.3.1.2.1.1.2,2,9
8061,TreeNode,1.1.1.1.3.1.2.1.1.2.1,0,10
8062,TreeNode,1.1.1.1.3.1.2.1.1.2.2,1,10
8730,TreeNode,1.1.1.1.3.1.2.1.1.2.2.1,0,11
8731,TreeNode,1.1.1.1.3.1.2.1.1.2.2.2,0,11
8063,TreeNode,1.1.1.1.3.1.2.1.1.2.3,0,10
4771,TreeNode,1.1.1.1.3.1.2.1.1.3,0,9
4284,TreeNode,1.1.1.1.3.1.2.1.2,0,8
4226,TreeNode,1.1.1.1.3.1.2.2,5,7
4644,TreeNode,1.1.1.1.3.1.2.2.1,4,8
5913,TreeNode,1.1.1.1.3.1.2.2.1.1,0,9
5914,TreeNode,1.1.1.1.3.1.2.2.1.2,3,9
7057,TreeNode,1.1.1.1.3.1.2.2.1.2.1,2,10
7765,TreeNode,1.1.1.1.3.1.2.2.1.2.1.1,0,11
7766,TreeNode,1.1.1.1.3.1.2.2.1.2.1.2,1,11
9899,TreeNode,1.1.1.1.3.1.2.2.1.2.1.2.1,0,12
9900,TreeNode,1.1.1.1.3.1.2.2.1.2.1.2.2,0,12
9901,TreeNode,1.1.1.1.3.1.2.2.1.2.1.2.3,0,12
7767,TreeNode,1.1.1.1.3.1.2.2.1.2.1.3,0,11
7058,TreeNode,1.1.1.1.3.1.2.2.1.2.2,0,10
7059,TreeNode,1.1.1.1.3.1.2.2.1.2.3,0,10
515,TreeNode,1.1.1.1.3.1.3,7,6
1953,TreeNode,1.1.1.1.3.1.3.1,6,7
3432,TreeNode,1.1.1.1.3.1.3.1.1,5,8
3538,TreeNode,1.1.1.1.3.1.3.1.1.1,3,9
6487,TreeNode,1.1.1.1.3.1.3.1.1.1.1,0,10
6488,TreeNode,1.1.1.1.3.1.3.1.1.1.2,2,10
6938,TreeNode,1.1.1.1.3.1.3.1.1.1.2.1,0,11
6939,TreeNode,1.1.1.1.3.1.3.1.1.1.2.2,1,11
7940,TreeNode,1.1.1.1.3.1.3.1.1.1.2.2.1,0,12
6940,TreeNode,1.1.1.1.3.1.3.1.1.1.2.3,0,11
3539,TreeNode,1.1.1.1.3.1.3.1.1.2,4,9
3610,TreeNode,1.1.1.1.3.1.3.1.1.2.1,0,10
3611,TreeNode,1.1.1.1.3.1.3.1.1.2.2,3,10
4010,TreeNode,1.1.1.1.3.1.3.1.1.2.2.1,2,11
4488,TreeNode,1.1.1.1.3.1.3.1.1.2.2.1.1,1,12
9203,TreeNode,1.1.1.1.3.1.3.1.1.2.2.1.1.1,0,13
9204,TreeNode,1.1.1.1.3.1.3.1.1.2.2.1.1.2,0,13
4489,TreeNode,1.1.1.1.3.1.3.1.1.2.2.1.2,1,12
4796,TreeNode,1.1.1.1.3.1.3.1.1.2.2.1.2.1,0,13
4011,TreeNode,1.1.1.1.3.1.3.1.1.2.2.2,0,11
4012,TreeNode,1.1.1.1.3.1.3.1.1.2.2.3,1,11
4271,TreeNode,1.1.1.1.3.1.3.1.1.2.2.3.1,0,12
3540,TreeNode,1.1.1.1.3.1.3.1.1.3,0,9
3433,TreeNode,1.1.1.1.3.1.3.1.2,0,8
293,TreeNode,1.1.1.1.3.2,10,5
789,TreeNode,1.1.1.1.3.2.1,8,6
1071,TreeNode,1.1.1.1.3.2.1.1,7,7
1242,TreeNode,1.1.1.1.3.2.1.1.1,4,8
1949,TreeNode,1.1.1.1.3.2.1.1.1.1,3,9
3229,TreeNode,1.1.1.1.3.2.1.1.1.1.1,2,10
6180,TreeNode,1.1.1.1.3.2.1.1.1.1.1.1,0,11
6181,TreeNode,1.1.1.1.3.2.1.1.1.1.1.2,1,11
9385,TreeNode,1.1.1.1.3.2.1.1.1.1.1.2.1,0,12
9386,TreeNode,1.1.1.1.3.2.1.1.1.1.1.2.2,0,12
3230,TreeNode,1.1.1.1.3.2.1.1.1.1.2,1,10
7470,TreeNode,1.1.1.1.3.2.1.1.1.1.2.1,0,11
1243,TreeNode,1.1.1.1.3.2.1.1.2,6,8
1768,TreeNode,1.1.1.1.3.2.1.1.2.1,5,9
2363,TreeNode,1.1.1.1.3.2.1.1.2.1.1,1,10
3233,TreeNode,1.1.1.1.3.2.1.1.2.1.1.1,0,11
2364,TreeNode,1.1.1.1.3.2.1.1.2.1.2,3,10
3971,TreeNode,1.1.1.1.3.2.1.1.2.1.2.1,1,11
4224,TreeNode,1.1.1.1.3.2.1.1.2.1.2.1.1,0,12
3972,TreeNode,1.1.1.1.3.2.1.1.2.1.2.2,2,11
4102,TreeNode,1.1.1.1.3.2.1.1.2.1.2.2.1,1,12
5048,TreeNode,1.1.1.1.3.2.1.1.2.1.2.2.1.1,0,13
5049,TreeNode,1.1.1.1.3.2.1.1.2.1.2.2.1.2,0,13
5050,TreeNode,1.1.1.1.3.2.1.1.2.1.2.2.1.3,0,13
2365,TreeNode,1.1.1.1.3.2.1.1.2.1.3,4,10
2804,TreeNode,1.1.1.1.3.2.1.1.2.1.3.1,0,11
2805,TreeNode,1.1.1.1.3.2.1.1.2.1.3.2,3,11
2859,TreeNode,1.1.1.1.3.2.1.1.2.1.3.2.1,2,12
4403,TreeNode,1.1.1.1.3.2.1.1.2.1.3.2.1.1,1,13
5324,TreeNode,1.1.1.1.3.2.1.1.2.1.3.2.1.1.1,0,14
1244,TreeNode,1.1.1.1.3.2.1.1.3,1,8
1273,TreeNode,1.1.1.1.3.2.1.1.3.1,0,9
1072,TreeNode,1.1.1.1.3.2.1.2,3,7
3066,TreeNode,1.1.1.1.3.2.1.2.1,0,8
3067,TreeNode,1.1.1.1.3.2.1.2.2,2,8
4189,TreeNode,1.1.1.1.3.2.1.2.2.1,1,9
5445,TreeNode,1.1.1.1.3.2.1.2.2.1.1,0,10
5446,TreeNode,1.1.1.1.3.2.1.2.2.1.2,0,10
5447,TreeNode,1.1.1.1.3.2.1.2.2.1.3,0,10
4190,TreeNode,1.1.1.1.3.2.1.2.2.2,0,9
4191,TreeNode,1.1.1.1.3.2.1.2.2.3,0,9
3068,TreeNode,1.1.1.1.3.2.1.2.3,2,8
8843,TreeNode,1.1.1.1.3.2.1.2.3.1,1,9
9028,TreeNode,1.1.1.1.3.2.1.2.3.1.1,0,10
9029,TreeNode,1.1.1.1.3.2.1.2.3.1.2,0,10
8844,TreeNode,1.1.1.1.3.2.1.2.3.2,0,9
8845,TreeNode,1.1.1.1.3.2.1.2.3.3,0,9
1073,TreeNode,1.1.1.1.3.2.1.3,4,7
2309,TreeNode,1.1.1.1.3.2.1.3.1,3,8
5905,TreeNode,1.1.1.1.3.2.1.3.1.1,2,9
7736,TreeNode,1.1.1.1.3.2.1.3.1.1.1,0,10
7737,TreeNode,1.1.1.1.3.2.1.3.1.1.2,1,10
8906,TreeNode,1.1.1.1.3.2.1.3.1.1.2.1,0,11
8907,TreeNode,1.1.1.1.3.2.1.3.1.1.2.2,0,11
7738,TreeNode,1.1.1.1.3.2.1.3.1.1.3,0,10
790,TreeNode,1.1.1.1.3.2.2,9,6
1673,TreeNode,1.1.1.1.3.2.2.1,8,7
2658,TreeNode,1.1.1.1.3.2.2.1.1,0,8
2659,TreeNode,1.1.1.1.3.2.2.1.2,7,8
2748,TreeNode,1.1.1.1.3.2.2.1.2.1,4,9
2900,TreeNode,1.1.1.1.3.2.2.1.2.1.1,0,10
2901,TreeNode,1.1.1.1.3.2.2.1.2.1.2,3,10
6548,TreeNode,1.1.1.1.3.2.2.1.2.1.2.1,2,11
7744,TreeNode,1.1.1.1.3.2.2.1.2.1.2.1.1,1,12
8574,TreeNode,1.1.1.1.3.2.2.1.2.1.2.1.1.1,0,13
8575,TreeNode,1.1.1.1.3.2.2.1.2.1.2.1.1.2,0,13
2749,TreeNode,1.1.1.1.3.2.2.1.2.2,6,9
3362,TreeNode,1.1.1.1.3.2.2.1.2.2.1,5,10
3768,TreeNode,1.1.1.1.3.2.2.1.2.2.1.1,0,11
3769,TreeNode,1.1.1.1.3.2.2.1.2.2.1.2,4,11
3936,TreeNode,1.1.1.1.3.2.2.1.2.2.1.2.1,2,12
4483,TreeNode,1.1.1.1.3.2.2.1.2.2.1.2.1.1,0,13
4484,TreeNode,1.1.1.1.3.2.2.1.2.2.1.2.1.2,1,13
9734,TreeNode,1.1.1.1.3.2.2.1.2.2.1.2.1.2.1,0,14
9735,TreeNode,1.1.1.1.3.2.2.1.2.2.1.2.1.2.2,0,14
3937,TreeNode,1.1.1.1.3.2.2.1.2.2.1.2.2,3,12
4383,TreeNode,1.1.1.1.3.2.2.1.2.2.1.2.2.1,1,13
9150,TreeNode,1.1.1.1.3.2.2.1.2.2.1.2.2.1.1,0,14
9151,TreeNode,1.1.1.1.3.2.2.1.2.2.1.2.2.1.2,0,14
4384,TreeNode,1.1.1.1.3.2.2.1.2.2.1.2.2.2,2,13
7410,TreeNode,1.1.1.1.3.2.2.1.2.2.1.2.2.2.1,0,14
7411,TreeNode,1.1.1.1.3.2.2.1.2.2.1.2.2.2.2,1,14
8997,TreeNode,1.1.1.1.3.2.2.1.2.2.1.2.2.2.2.1,0,15
3770,TreeNode,1.1.1.1.3.2.2.1.2.2.1.3,3,11
6420,TreeNode,1.1.1.1.3.2.2.1.2.2.1.3.1,0,12
6421,TreeNode,1.1.1.1.3.2.2.1.2.2.1.3.2,2,12
8067,TreeNode,1.1.1.1.3.2.2.1.2.2.1.3.2.1,1,13
9592,TreeNode,1.1.1.1.3.2.2.1.2.2.1.3.2.1.1,0,14
9593,TreeNode,1.1.1.1.3.2.2.1.2.2.1.3.2.1.2,0,14
8068,TreeNode,1.1.1.1.3.2.2.1.2.2.1.3.2.2,1,13
8521,TreeNode,1.1.1.1.3.2.2.1.2.2.1.3.2.2.1,0,14
8069,TreeNode,1.1.1.1.3.2.2.1.2.2.1.3.2.3,0,13
2750,TreeNode,1.1.1.1.3.2.2.1.2.3,0,9
1674,TreeNode,1.1.1.1.3.2.2.2,5,7
1780,TreeNode,1.1.1.1.3.2.2.2.1,3,8
2108,TreeNode,1.1.1.1.3.2.2.2.1.1,2,9
4136,TreeNode,1.1.1.1.3.2.2.2.1.1.1,1,10
4508,TreeNode,1.1.1.1.3.2.2.2.1.1.1.1,0,11
4509,TreeNode,1.1.1.1.3.2.2.2.1.1.1.2,0,11
4510,TreeNode,1.1.1.1.3.2.2.2.1.1.1.3,0,11
4137,TreeNode,1.1.1.1.3.2.2.2.1.1.2,1,10
5276,TreeNode,1.1.1.1.3.2.2.2.1.1.2.1,0,11
1781,TreeNode,1.1.1.1.3.2.2.2.2,4,8
1943,TreeNode,1.1.1.1.3.2.2.2.2.1,3,9
3278,TreeNode,1.1.1.1.3.2.2.2.2.1.1,2,10
8641,TreeNode,1.1.1.1.3.2.2.2.2.1.1.1,0,11
8642,TreeNode,1.1.1.1.3.2.2.2.2.1.1.2,1,11
9432,TreeNode,1.1.1.1.3.2.2.2.2.1.1.2.1,0,12
9433,TreeNode,1.1.1.1.3.2.2.2.2.1.1.2.2,0,12
8643,TreeNode,1.1.1.1.3.2.2.2.2.1.1.3,0,11
1782,TreeNode,1.1.1.1.3.2.2.2.3,4,8
3190,TreeNode,1.1.1.1.3.2.2.2.3.1,3,9
4476,TreeNode,1.1.1.1.3.2.2.2.3.1.1,1,10
6039,TreeNode,1.1.1.1.3.2.2.2.3.1.1.1,0,11
6040,TreeNode,1.1.1.1.3.2.2.2.3.1.1.2,0,11
4477,TreeNode,1.1.1.1.3.2.2.2.3.1.2,2,10
6063,TreeNode,1.1.1.1.3.2.2.2.3.1.2.1,0,11
6064,TreeNode,1.1.1.1.3.2.2.2.3.1.2.2,1,11
6768,TreeNode,1.1.1.1.3.2.2.2.3.1.2.2.1,0,12
6065,TreeNode,1.1.1.1.3.2.2.2.3.1.2.3,0,11
3191,TreeNode,1.1.1.1.3.2.2.2.3.2,2,9
8034,TreeNode,1.1.1.1.3.2.2.2.3.2.1,1,10
9974,TreeNode,1.1.1.1.3.2.2.2.3.2.1.1,0,11
9975,TreeNode,1.1.1.1.3.2.2.2.3.2.1.2,0,11
8035,TreeNode,1.1.1.1.3.2.2.2.3.2.2,1,10
9365,TreeNode,1.1.1.1.3.2.2.2.3.2.2.1,0,11
9366,TreeNode,1.1.1.1.3.2.2.2.3.2.2.2,0,11
8036,TreeNode,1.1.1.1.3.2.2.2.3.2.3,0,10
3192,TreeNode,1.1.1.1.3.2.2.2.3.3,0,9
1675,TreeNode,1.1.1.1.3.2.2.3,5,7
1714,TreeNode,1.1.1.1.3.2.2.3.1,4,8
4594,TreeNode,1.1.1.1.3.2.2.3.1.1,3,9
5910,TreeNode,1.1.1.1.3.2.2.3.1.1.1,2,10
6370,TreeNode,1.1.1.1.3.2.2.3.1.1.1.1,1,11
8306,TreeNode,1.1.1.1.3.2.2.3.1.1.1.1.1,0,12
8307,TreeNode,1.1.1.1.3.2.2.3.1.1.1.1.2,0,12
5911,TreeNode,1.1.1.1.3.2.2.3.1.1.2,0,10
