id,type,dewey,height,depth
82850,TreeNode,1.1.6.2.4.2.18,0,6
82851,TreeNode,1.1.6.2.4.2.19,0,6
15228,TreeNode,1.1.6.2.4.3,0,5
15229,TreeNode,1.1.6.2.4.4,0,5
15230,TreeNode,1.1.6.2.4.5,0,5
15231,TreeNode,1.1.6.2.4.6,0,5
15232,TreeNode,1.1.6.2.4.7,0,5
15233,TreeNode,1.1.6.2.4.8,0,5
15234,TreeNode,1.1.6.2.4.9,0,5
15235,TreeNode,1.1.6.2.4.10,0,5
15236,TreeNode,1.1.6.2.4.11,0,5
15237,TreeNode,1.1.6.2.4.12,0,5
15238,TreeNode,1.1.6.2.4.13,0,5
15239,TreeNode,1.1.6.2.4.14,0,5
15240,TreeNode,1.1.6.2.4.15,0,5
15241,TreeNode,1.1.6.2.4.16,0,5
15242,TreeNode,1.1.6.2.4.17,0,5
15243,TreeNode,1.1.6.2.4.18,0,5
12901,TreeNode,1.1.6.2.5,0,4
12902,TreeNode,1.1.6.2.6,0,4
12903,TreeNode,1.1.6.2.7,0,4
12904,TreeNode,1.1.6.2.8,0,4
12905,TreeNode,1.1.6.2.9,0,4
12906,TreeNode,1.1.6.2.10,0,4
12907,TreeNode,1.1.6.2.11,0,4
12908,TreeNode,1.1.6.2.12,0,4
12909,TreeNode,1.1.6.2.13,0,4
12910,TreeNode,1.1.6.2.14,1,4
51734,TreeNode,1.1.6.2.14.1,0,5
51735,TreeNode,1.1.6.2.14.2,0,5
51736,TreeNode,1.1.6.2.14.3,0,5
51737,TreeNode,1.1.6.2.14.4,0,5
51738,TreeNode,1.1.6.2.14.5,0,5
51739,TreeNode,1.1.6.2.14.6,0,5
51740,TreeNode,1.1.6.2.14.7,0,5
51741,TreeNode,1.1.6.2.14.8,0,5
12911,TreeNode,1.1.6.2.15,0,4
12912,TreeNode,1.1.6.2.16,0,4
12913,TreeNode,1.1.6.2.17,0,4
5680,TreeNode,1.1.6.3,3,3
31348,TreeNode,1.1.6.3.1,0,4
31349,TreeNode,1.1.6.3.2,0,4
31350,TreeNode,1.1.6.3.3,0,4
31351,TreeNode,1.1.6.3.4,0,4
31352,TreeNode,1.1.6.3.5,0,4
31353,TreeNode,1.1.6.3.6,0,4
31354,TreeNode,1.1.6.3.7,0,4
31355,TreeNode,1.1.6.3.8,0,4
31356,TreeNode,1.1.6.3.9,2,4
58252,TreeNode,1.1.6.3.9.1,0,5
58253,TreeNode,1.1.6.3.9.2,0,5
58254,TreeNode,1.1.6.3.9.3,0,5
58255,TreeNode,1.1.6.3.9.4,0,5
58256,TreeNode,1.1.6.3.9.5,0,5
58257,TreeNode,1.1.6.3.9.6,0,5
58258,TreeNode,1.1.6.3.9.7,0,5
58259,TreeNode,1.1.6.3.9.8,1,5
88080,TreeNode,1.1.6.3.9.8.1,0,6
88081,TreeNode,1.1.6.3.9.8.2,0,6
88082,TreeNode,1.1.6.3.9.8.3,0,6
31357,TreeNode,1.1.6.3.10,0,4
31358,TreeNode,1.1.6.3.11,1,4
69935,TreeNode,1.1.6.3.11.1,0,5
69936,TreeNode,1.1.6.3.11.2,0,5
69937,TreeNode,1.1.6.3.11.3,0,5
69938,TreeNode,1.1.6.3.11.4,0,5
69939,TreeNode,1.1.6.3.11.5,0,5
69940,TreeNode,1.1.6.3.11.6,0,5
69941,TreeNode,1.1.6.3.11.7,0,5
69942,TreeNode,1.1.6.3.11.8,0,5
69943,TreeNode,1.1.6.3.11.9,0,5
69944,TreeNode,1.1.6.3.11.10,0,5
69945,TreeNode,1.1.6.3.11.11,0,5
31359,TreeNode,1.1.6.3.12,1,4
38067,TreeNode,1.1.6.3.12.1,0,5
38068,TreeNode,1.1.6.3.12.2,0,5
38069,TreeNode,1.1.6.3.12.3,0,5
38070,TreeNode,1.1.6.3.12.4,0,5
38071,TreeNode,1.1.6.3.12.5,0,5
38072,TreeNode,1.1.6.3.12.6,0,5
38073,TreeNode,1.1.6.3.12.7,0,5
31360,TreeNode,1.1.6.3.13,0,4
31361,TreeNode,1.1.6.3.14,0,4
31362,TreeNode,1.1.6.3.15,0,4
31363,TreeNode,1.1.6.3.16,1,4
83721,TreeNode,1.1.6.3.16.1,0,5
83722,TreeNode,1.1.6.3.16.2,0,5
83723,TreeNode,1.1.6.3.16.3,0,5
83724,TreeNode,1.1.6.3.16.4,0,5
83725,TreeNode,1.1.6.3.16.5,0,5
83726,TreeNode,1.1.6.3.16.6,0,5
83727,TreeNode,1.1.6.3.16.7,0,5
83728,TreeNode,1.1.6.3.16.8,0,5
83729,TreeNode,1.1.6.3.16.9,0,5
83730,TreeNode,1.1.6.3.16.10,0,5
83731,TreeNode,1.1.6.3.16.11,0,5
83732,TreeNode,1.1.6.3.16.12,0,5
83733,TreeNode,1.1.6.3.16.13,0,5
83734,TreeNode,1.1.6.3.16.14,0,5
83735,TreeNode,1.1.6.3.16.15,0,5
83736,TreeNode,1.1.6.3.16.16,0,5
83737,TreeNode,1.1.6.3.16.17,0,5
83738,TreeNode,1.1.6.3.16.18,0,5
31364,TreeNode,1.1.6.3.17,0,4
31365,TreeNode,1.1.6.3.18,0,4
31366,TreeNode,1.1.6.3.19,0,4
31367,TreeNode,1.1.6.3.20,0,4
5681,TreeNode,1.1.6.4,0,3
2655,TreeNode,1.1.7,0,2
2656,TreeNode,1.1.8,0,2
2657,TreeNode,1.1.9,2,2
24285,TreeNode,1.1.9.1,0,3
24286,TreeNode,1.1.9.2,0,3
24287,TreeNode,1.1.9.3,0,3
24288,TreeNode,1.1.9.4,0,3
24289,TreeNode,1.1.9.5,0,3
24290,TreeNode,1.1.9.6,1,3
45460,TreeNode,1.1.9.6.1,0,4
45461,TreeNode,1.1.9.6.2,0,4
45462,TreeNode,1.1.9.6.3,0,4
45463,TreeNode,1.1.9.6.4,0,4
45464,TreeNode,1.1.9.6.5,0,4
45465,TreeNode,1.1.9.6.6,0,4
45466,TreeNode,1.1.9.6.7,0,4
45467,TreeNode,1.1.9.6.8,0,4
24291,TreeNode,1.1.9.7,0,3
2658,TreeNode,1.1.10,0,2
2659,TreeNode,1.1.11,0,2
2660,TreeNode,1.1.12,0,2
2661,TreeNode,1.1.13,3,2
4010,TreeNode,1.1.13.1,2,3
10896,TreeNode,1.1.13.1.1,0,4
10897,TreeNode,1.1.13.1.2,0,4
10898,TreeNode,1.1.13.1.3,0,4
10899,TreeNode,1.1.13.1.4,1,4
60251,TreeNode,1.1.13.1.4.1,0,5
60252,TreeNode,1.1.13.1.4.2,0,5
60253,TreeNode,1.1.13.1.4.3,0,5
60254,TreeNode,1.1.13.1.4.4,0,5
60255,TreeNode,1.1.13.1.4.5,0,5
60256,TreeNode,1.1.13.1.4.6,0,5
60257,TreeNode,1.1.13.1.4.7,0,5
60258,TreeNode,1.1.13.1.4.8,0,5
60259,TreeNode,1.1.13.1.4.9,0,5
60260,TreeNode,1.1.13.1.4.10,0,5
10900,TreeNode,1.1.13.1.5,0,4
10901,TreeNode,1.1.13.1.6,0,4
10902,TreeNode,1.1.13.1.7,0,4
10903,TreeNode,1.1.13.1.8,0,4
4011,TreeNode,1.1.13.2,0,3
4012,TreeNode,1.1.13.3,0,3
4013,TreeNode,1.1.13.4,0,3
4014,TreeNode,1.1.13.5,0,3
4015,TreeNode,1.1.13.6,0,3
4016,TreeNode,1.1.13.7,0,3
4017,TreeNode,1.1.13.8,0,3
4018,TreeNode,1.1.13.9,0,3
4019,TreeNode,1.1.13.10,0,3
4020,TreeNode,1.1.13.11,0,3
4021,TreeNode,1.1.13.12,0,3
4022,TreeNode,1.1.13.13,0,3
4023,TreeNode,1.1.13.14,0,3
4024,TreeNode,1.1.13.15,0,3
2662,TreeNode,1.1.14,0,2
2663,TreeNode,1.1.15,0,2
2664,TreeNode,1.1.16,0,2
2665,TreeNode,1.1.17,1,2
27635,TreeNode,1.1.17.1,0,3
27636,TreeNode,1.1.17.2,0,3
27637,TreeNode,1.1.17.3,0,3
27638,TreeNode,1.1.17.4,0,3
27639,TreeNode,1.1.17.5,0,3
27640,TreeNode,1.1.17.6,0,3
27641,TreeNode,1.1.17.7,0,3
2666,TreeNode,1.1.18,0,2
2667,TreeNode,1.1.19,9,2
3435,TreeNode,1.1.19.1,0,3
3436,TreeNode,1.1.19.2,0,3
3437,TreeNode,1.1.19.3,0,3
3438,TreeNode,1.1.19.4,0,3
3439,TreeNode,1.1.19.5,0,3
3440,TreeNode,1.1.19.6,0,3
3441,TreeNode,1.1.19.7,0,3
3442,TreeNode,1.1.19.8,0,3
3443,TreeNode,1.1.19.9,0,3
3444,TreeNode,1.1.19.10,2,3
73125,TreeNode,1.1.19.10.1,0,4
73126,TreeNode,1.1.19.10.2,1,4
76557,TreeNode,1.1.19.10.2.1,0,5
76558,TreeNode,1.1.19.10.2.2,0,5
76559,TreeNode,1.1.19.10.2.3,0,5
76560,TreeNode,1.1.19.10.2.4,0,5
76561,TreeNode,1.1.19.10.2.5,0,5
76562,TreeNode,1.1.19.10.2.6,0,5
76563,TreeNode,1.1.19.10.2.7,0,5
76564,TreeNode,1.1.19.10.2.8,0,5
76565,TreeNode,1.1.19.10.2.9,0,5
76566,TreeNode,1.1.19.10.2.10,0,5
76567,TreeNode,1.1.19.10.2.11,0,5
76568,TreeNode,1.1.19.10.2.12,0,5
76569,TreeNode,1.1.19.10.2.13,0,5
76570,TreeNode,1.1.19.10.2.14,0,5
76571,TreeNode,1.1.19.10.2.15,0,5
76572,TreeNode,1.1.19.10.2.16,0,5
73127,TreeNode,1.1.19.10.3,0,4
73128,TreeNode,1.1.19.10.4,0,4
73129,TreeNode,1.1.19.10.5,0,4
73130,TreeNode,1.1.19.10.6,0,4
73131,TreeNode,1.1.19.10.7,0,4
73132,TreeNode,1.1.19.10.8,0,4
73133,TreeNode,1.1.19.10.9,0,4
73134,TreeNode,1.1.19.10.10,0,4
73135,TreeNode,1.1.19.10.11,0,4
73136,TreeNode,1.1.19.10.12,0,4
73137,TreeNode,1.1.19.10.13,0,4
73138,TreeNode,1.1.19.10.14,0,4
73139,TreeNode,1.1.19.10.15,0,4
73140,TreeNode,1.1.19.10.16,0,4
3445,TreeNode,1.1.19.11,0,3
3446,TreeNode,1.1.19.12,0,3
3447,TreeNode,1.1.19.13,0,3
3448,TreeNode,1.1.19.14,7,3
18192,TreeNode,1.1.19.14.1,0,4
18193,TreeNode,1.1.19.14.2,3,4
83646,TreeNode,1.1.19.14.2.1,0,5
83647,TreeNode,1.1.19.14.2.2,1,5
98645,TreeNode,1.1.19.14.2.2.1,0,6
98646,TreeNode,1.1.19.14.2.2.2,0,6
98647,TreeNode,1.1.19.14.2.2.3,0,6
98648,TreeNode,1.1.19.14.2.2.4,0,6
98649,TreeNode,1.1.19.14.2.2.5,0,6
98650,TreeNode,1.1.19.14.2.2.6,0,6
98651,TreeNode,1.1.19.14.2.2.7,0,6
98652,TreeNode,1.1.19.14.2.2.8,0,6
98653,TreeNode,1.1.19.14.2.2.9,0,6
83648,TreeNode,1.1.19.14.2.3,0,5
83649,TreeNode,1.1.19.14.2.4,0,5
83650,TreeNode,1.1.19.14.2.5,0,5
83651,TreeNode,1.1.19.14.2.6,0,5
83652,TreeNode,1.1.19.14.2.7,0,5
83653,TreeNode,1.1.19.14.2.8,0,5
83654,TreeNode,1.1.19.14.2.9,0,5
83655,TreeNode,1.1.19.14.2.10,0,5
83656,TreeNode,1.1.19.14.2.11,0,5
83657,TreeNode,1.1.19.14.2.12,0,5
83658,TreeNode,1.1.19.14.2.13,1,5
95086,TreeNode,1.1.19.14.2.13.1,0,6
95087,TreeNode,1.1.19.14.2.13.2,0,6
95088,TreeNode,1.1.19.14.2.13.3,0,6
95089,TreeNode,1.1.19.14.2.13.4,0,6
95090,TreeNode,1.1.19.14.2.13.5,0,6
95091,TreeNode,1.1.19.14.2.13.6,0,6
95092,TreeNode,1.1.19.14.2.13.7,0,6
95093,TreeNode,1.1.19.14.2.13.8,0,6
95094,TreeNode,1.1.19.14.2.13.9,0,6
95095,TreeNode,1.1.19.14.2.13.10,0,6
95096,TreeNode,1.1.19.14.2.13.11,0,6
95097,TreeNode,1.1.19.14.2.13.12,0,6
95098,TreeNode,1.1.19.14.2.13.13,0,6
95099,TreeNode,1.1.19.14.2.13.14,0,6
95100,TreeNode,1.1.19.14.2.13.15,0,6
83659,TreeNode,1.1.19.14.2.14,2,5
86473,TreeNode,1.1.19.14.2.14.1,0,6
86474,TreeNode,1.1.19.14.2.14.2,0,6
86475,TreeNode,1.1.19.14.2.14.3,0,6
86476,TreeNode,1.1.19.14.2.14.4,0,6
86477,TreeNode,1.1.19.14.2.14.5,0,6
86478,TreeNode,1.1.19.14.2.14.6,0,6
86479,TreeNode,1.1.19.14.2.14.7,0,6
86480,TreeNode,1.1.19.14.2.14.8,0,6
86481,TreeNode,1.1.19.14.2.14.9,0,6
86482,TreeNode,1.1.19.14.2.14.10,1,6
98561,TreeNode,1.1.19.14.2.14.10.1,0,7
98562,TreeNode,1.1.19.14.2.14.10.2,0,7
98563,TreeNode,1.1.19.14.2.14.10.3,0,7
98564,TreeNode,1.1.19.14.2.14.10.4,0,7
98565,TreeNode,1.1.19.14.2.14.10.5,0,7
98566,TreeNode,1.1.19.14.2.14.10.6,0,7
98567,TreeNode,1.1.19.14.2.14.10.7,0,7
98568,TreeNode,1.1.19.14.2.14.10.8,0,7
98569,TreeNode,1.1.19.14.2.14.10.9,0,7
98570,TreeNode,1.1.19.14.2.14.10.10,0,7
98571,TreeNode,1.1.19.14.2.14.10.11,0,7
98572,TreeNode,1.1.19.14.2.14.10.12,0,7
98573,TreeNode,1.1.19.14.2.14.10.13,0,7
98574,TreeNode,1.1.19.14.2.14.10.14,0,7
98575,TreeNode,1.1.19.14.2.14.10.15,0,7
86483,TreeNode,1.1.19.14.2.14.11,0,6
86484,TreeNode,1.1.19.14.2.14.12,0,6
86485,TreeNode,1.1.19.14.2.14.13,0,6
86486,TreeNode,1.1.19.14.2.14.14,0,6
86487,TreeNode,1.1.19.14.2.14.15,0,6
83660,TreeNode,1.1.19.14.2.15,0,5
83661,TreeNode,1.1.19.14.2.16,0,5
83662,TreeNode,1.1.19.14.2.17,0,5
18194,TreeNode,1.1.19.14.3,0,4
18195,TreeNode,1.1.19.14.4,0,4
18196,TreeNode,1.1.19.14.5,6,4
33014,TreeNode,1.1.19.14.5.1,0,5
33015,TreeNode,1.1.19.14.5.2,0,5
33016,TreeNode,1.1.19.14.5.3,0,5
33017,TreeNode,1.1.19.14.5.4,0,5
33018,TreeNode,1.1.19.14.5.5,0,5
33019,TreeNode,1.1.19.14.5.6,0,5
33020,TreeNode,1.1.19.14.5.7,5,5
39119,TreeNode,1.1.19.14.5.7.1,0,6
39120,TreeNode,1.1.19.14.5.7.2,0,6
39121,TreeNode,1.1.19.14.5.7.3,0,6
39122,TreeNode,1.1.19.14.5.7.4,4,6
42768,TreeNode,1.1.19.14.5.7.4.1,0,7
42769,TreeNode,1.1.19.14.5.7.4.2,0,7
42770,TreeNode,1.1.19.14.5.7.4.3,0,7
42771,TreeNode,1.1.19.14.5.7.4.4,0,7
42772,TreeNode,1.1.19.14.5.7.4.5,0,7
42773,TreeNode,1.1.19.14.5.7.4.6,0,7
42774,TreeNode,1.1.19.14.5.7.4.7,3,7
58412,TreeNode,1.1.19.14.5.7.4.7.1,0,8
58413,TreeNode,1.1.19.14.5.7.4.7.2,2,8
63861,TreeNode,1.1.19.14.5.7.4.7.2.1,0,9
63862,TreeNode,1.1.19.14.5.7.4.7.2.2,0,9
63863,TreeNode,1.1.19.14.5.7.4.7.2.3,0,9
63864,TreeNode,1.1.19.14.5.7.4.7.2.4,1,9
65715,TreeNode,1.1.19.14.5.7.4.7.2.4.1,0,10
65716,TreeNode,1.1.19.14.5.7.4.7.2.4.2,0,10
65717,TreeNode,1.1.19.14.5.7.4.7.2.4.3,0,10
65718,TreeNode,1.1.19.14.5.7.4.7.2.4.4,0,10
65719,TreeNode,1.1.19.14.5.7.4.7.2.4.5,0,10
65720,TreeNode,1.1.19.14.5.7.4.7.2.4.6,0,10
65721,TreeNode,1.1.19.14.5.7.4.7.2.4.7,0,10
65722,TreeNode,1.1.19.14.5.7.4.7.2.4.8,0,10
65723,TreeNode,1.1.19.14.5.7.4.7.2.4.9,0,10
63865,TreeNode,1.1.19.14.5.7.4.7.2.5,0,9
63866,TreeNode,1.1.19.14.5.7.4.7.2.6,0,9
63867,TreeNode,1.1.19.14.5.7.4.7.2.7,0,9
58414,TreeNode,1.1.19.14.5.7.4.7.3,0,8
58415,TreeNode,1.1.19.14.5.7.4.7.4,0,8
58416,TreeNode,1.1.19.14.5.7.4.7.5,0,8
58417,TreeNode,1.1.19.14.5.7.4.7.6,0,8
58418,TreeNode,1.1.19.14.5.7.4.7.7,0,8
42775,TreeNode,1.1.19.14.5.7.4.8,0,7
42776,TreeNode,1.1.19.14.5.7.4.9,0,7
42777,TreeNode,1.1.19.14.5.7.4.10,0,7
42778,TreeNode,1.1.19.14.5.7.4.11,0,7
42779,TreeNode,1.1.19.14.5.7.4.12,0,7
42780,TreeNode,1.1.19.14.5.7.4.13,0,7
39123,TreeNode,1.1.19.14.5.7.5,0,6
39124,TreeNode,1.1.19.14.5.7.6,0,6
39125,TreeNode,1.1.19.14.5.7.7,1,6
54511,TreeNode,1.1.19.14.5.7.7.1,0,7
54512,TreeNode,1.1.19.14.5.7.7.2,0,7
54513,TreeNode,1.1.19.14.5.7.7.3,0,7
54514,TreeNode,1.1.19.14.5.7.7.4,0,7
39126,TreeNode,1.1.19.14.5.7.8,0,6
33021,TreeNode,1.1.19.14.5.8,1,5
83786,TreeNode,1.1.19.14.5.8.1,0,6
83787,TreeNode,1.1.19.14.5.8.2,0,6
83788,TreeNode,1.1.19.14.5.8.3,0,6
83789,TreeNode,1.1.19.14.5.8.4,0,6
83790,TreeNode,1.1.19.14.5.8.5,0,6
83791,TreeNode,1.1.19.14.5.8.6,0,6
83792,TreeNode,1.1.19.14.5.8.7,0,6
83793,TreeNode,1.1.19.14.5.8.8,0,6
83794,TreeNode,1.1.19.14.5.8.9,0,6
83795,TreeNode,1.1.19.14.5.8.10,0,6
83796,TreeNode,1.1.19.14.5.8.11,0,6
83797,TreeNode,1.1.19.14.5.8.12,0,6
83798,TreeNode,1.1.19.14.5.8.13,0,6
83799,TreeNode,1.1.19.14.5.8.14,0,6
83800,TreeNode,1.1.19.14.5.8.15,0,6
83801,TreeNode,1.1.19.14.5.8.16,0,6
83802,TreeNode,1.1.19.14.5.8.17,0,6
83803,TreeNode,1.1.19.14.5.8.18,0,6
33022,TreeNode,1.1.19.14.5.9,0,5
33023,TreeNode,1.1.19.14.5.10,0,5
33024,TreeNode,1.1.19.14.5.11,0,5
18197,TreeNode,1.1.19.14.6,0,4
3449,TreeNode,1.1.19.15,0,3
3450,TreeNode,1.1.19.16,8,3
8821,TreeNode,1.1.19.16.1,0,4
8822,TreeNode,1.1.19.16.2,0,4
8823,TreeNode,1.1.19.16.3,7,4
10800,TreeNode,1.1.19.16.3.1,0,5
10801,TreeNode,1.1.19.16.3.2,0,5
10802,TreeNode,1.1.19.16.3.3,0,5
10803,TreeNode,1.1.19.16.3.4,0,5
10804,TreeNode,1.1.19.16.3.5,6,5
17085,TreeNode,1.1.19.16.3.5.1,0,6
17086,TreeNode,1.1.19.16.3.5.2,0,6
17087,TreeNode,1.1.19.16.3.5.3,0,6
17088,TreeNode,1.1.19.16.3.5.4,0,6
17089,TreeNode,1.1.19.16.3.5.5,0,6
17090,TreeNode,1.1.19.16.3.5.6,0,6
17091,TreeNode,1.1.19.16.3.5.7,0,6
17092,TreeNode,1.1.19.16.3.5.8,0,6
17093,TreeNode,1.1.19.16.3.5.9,2,6
53653,TreeNode,1.1.19.16.3.5.9.1,0,7
53654,TreeNode,1.1.19.16.3.5.9.2,0,7
53655,TreeNode,1.1.19.16.3.5.9.3,0,7
53656,TreeNode,1.1.19.16.3.5.9.4,0,7
53657,TreeNode,1.1.19.16.3.5.9.5,0,7
53658,TreeNode,1.1.19.16.3.5.9.6,0,7
53659,TreeNode,1.1.19.16.3.5.9.7,0,7
53660,TreeNode,1.1.19.16.3.5.9.8,1,7
97679,TreeNode,1.1.19.16.3.5.9.8.1,0,8
97680,TreeNode,1.1.19.16.3.5.9.8.2,0,8
97681,TreeNode,1.1.19.16.3.5.9.8.3,0,8
97682,TreeNode,1.1.19.16.3.5.9.8.4,0,8
97683,TreeNode,1.1.19.16.3.5.9.8.5,0,8
97684,TreeNode,1.1.19.16.3.5.9.8.6,0,8
97685,TreeNode,1.1.19.16.3.5.9.8.7,0,8
97686,TreeNode,1.1.19.16.3.5.9.8.8,0,8
97687,TreeNode,1.1.19.16.3.5.9.8.9,0,8
97688,TreeNode,1.1.19.16.3.5.9.8.10,0,8
97689,TreeNode,1.1.19.16.3.5.9.8.11,0,8
97690,TreeNode,1.1.19.16.3.5.9.8.12,0,8
97691,TreeNode,1.1.19.16.3.5.9.8.13,0,8
53661,TreeNode,1.1.19.16.3.5.9.9,0,7
53662,TreeNode,1.1.19.16.3.5.9.10,0,7
53663,TreeNode,1.1.19.16.3.5.9.11,0,7
53664,TreeNode,1.1.19.16.3.5.9.12,0,7
17094,TreeNode,1.1.19.16.3.5.10,2,6
82877,TreeNode,1.1.19.16.3.5.10.1,0,7
82878,TreeNode,1.1.19.16.3.5.10.2,0,7
82879,TreeNode,1.1.19.16.3.5.10.3,0,7
82880,TreeNode,1.1.19.16.3.5.10.4,0,7
82881,TreeNode,1.1.19.16.3.5.10.5,0,7
82882,TreeNode,1.1.19.16.3.5.10.6,0,7
82883,TreeNode,1.1.19.16.3.5.10.7,0,7
82884,TreeNode,1.1.19.16.3.5.10.8,0,7
82885,TreeNode,1.1.19.16.3.5.10.9,0,7
82886,TreeNode,1.1.19.16.3.5.10.10,0,7
82887,TreeNode,1.1.19.16.3.5.10.11,0,7
82888,TreeNode,1.1.19.16.3.5.10.12,0,7
82889,TreeNode,1.1.19.16.3.5.10.13,0,7
82890,TreeNode,1.1.19.16.3.5.10.14,1,7
92861,TreeNode,1.1.19.16.3.5.10.14.1,0,8
92862,TreeNode,1.1.19.16.3.5.10.14.2,0,8
92863,TreeNode,1.1.19.16.3.5.10.14.3,0,8
92864,TreeNode,1.1.19.16.3.5.10.14.4,0,8
82891,TreeNode,1.1.19.16.3.5.10.15,0,7
17095,TreeNode,1.1.19.16.3.5.11,3,6
23348,TreeNode,1.1.19.16.3.5.11.1,1,7
95350,TreeNode,1.1.19.16.3.5.11.1.1,0,8
95351,TreeNode,1.1.19.16.3.5.11.1.2,0,8
95352,TreeNode,1.1.19.16.3.5.11.1.3,0,8
95353,TreeNode,1.1.19.16.3.5.11.1.4,0,8
95354,TreeNode,1.1.19.16.3.5.11.1.5,0,8
95355,TreeNode,1.1.19.16.3.5.11.1.6,0,8
23349,TreeNode,1.1.19.16.3.5.11.2,1,7
64333,TreeNode,1.1.19.16.3.5.11.2.1,0,8
64334,TreeNode,1.1.19.16.3.5.11.2.2,0,8
