id,type,integer_id,upper_bound,height,depth
36481,TreeNode,155,172,3,20
49180,TreeNode,156,167,2,21
80163,TreeNode,157,158,0,22
80164,TreeNode,159,164,1,22
95392,TreeNode,160,161,0,23
95393,TreeNode,162,163,0,23
80165,TreeNode,165,166,0,22
49181,TreeNode,168,169,0,21
49182,TreeNode,170,171,0,21
8976,TreeNode,176,205,5,17
10033,TreeNode,177,180,1,18
52511,TreeNode,178,179,0,19
10034,TreeNode,181,200,4,18
11615,TreeNode,182,197,3,19
45359,TreeNode,183,184,0,20
45360,TreeNode,185,196,2,20
73893,TreeNode,186,189,1,21
82327,TreeNode,187,188,0,22
73894,TreeNode,190,195,1,21
79580,TreeNode,191,192,0,22
79581,TreeNode,193,194,0,22
11616,TreeNode,198,199,0,19
10035,TreeNode,201,204,1,18
83853,TreeNode,202,203,0,19
4366,TreeNode,209,274,8,14
15527,TreeNode,210,259,7,15
20420,TreeNode,211,218,1,16
51404,TreeNode,212,213,0,17
51405,TreeNode,214,215,0,17
51406,TreeNode,216,217,0,17
20421,TreeNode,219,220,0,16
20422,TreeNode,221,258,6,16
33738,TreeNode,222,225,1,17
81643,TreeNode,223,224,0,18
33739,TreeNode,226,257,5,17
41849,TreeNode,227,248,4,18
42840,TreeNode,228,233,2,19
58837,TreeNode,229,232,1,20
92109,TreeNode,230,231,0,21
42841,TreeNode,234,247,3,19
55409,TreeNode,235,246,2,20
68848,TreeNode,236,237,0,21
68849,TreeNode,238,243,1,21
84545,TreeNode,239,240,0,22
84546,TreeNode,241,242,0,22
68850,TreeNode,244,245,0,21
41850,TreeNode,249,250,0,18
41851,TreeNode,251,256,2,18
55186,TreeNode,252,255,1,19
75475,TreeNode,253,254,0,20
15528,TreeNode,260,273,3,15
23840,TreeNode,261,262,0,16
23841,TreeNode,263,272,2,16
58004,TreeNode,264,271,1,17
76264,TreeNode,265,266,0,18
76265,TreeNode,267,268,0,18
76266,TreeNode,269,270,0,18
2004,TreeNode,278,287,2,11
16166,TreeNode,279,282,1,12
51641,TreeNode,280,281,0,13
16167,TreeNode,283,286,1,12
29780,TreeNode,284,285,0,13
2005,TreeNode,288,289,0,11
901,TreeNode,293,984,16,8
1943,TreeNode,294,975,15,9
2159,TreeNode,295,476,12,10
8097,TreeNode,296,473,11,11
8363,TreeNode,297,320,5,12
13282,TreeNode,298,299,0,13
13283,TreeNode,300,317,4,13
16512,TreeNode,301,314,3,14
50452,TreeNode,302,307,2,15
55760,TreeNode,303,306,1,16
63759,TreeNode,304,305,0,17
50453,TreeNode,308,311,1,15
81151,TreeNode,309,310,0,16
50454,TreeNode,312,313,0,15
16513,TreeNode,315,316,0,14
13284,TreeNode,318,319,0,13
8364,TreeNode,321,386,7,12
9489,TreeNode,322,385,6,13
17162,TreeNode,323,384,5,14
20115,TreeNode,324,351,4,15
21289,TreeNode,325,328,1,16
48765,TreeNode,326,327,0,17
21290,TreeNode,329,340,3,16
24362,TreeNode,330,339,2,17
38827,TreeNode,331,336,1,18
70506,TreeNode,332,333,0,19
70507,TreeNode,334,335,0,19
38828,TreeNode,337,338,0,18
21291,TreeNode,341,350,2,16
85282,TreeNode,342,349,1,17
87465,TreeNode,343,344,0,18
87466,TreeNode,345,346,0,18
87467,TreeNode,347,348,0,18
20116,TreeNode,352,359,2,15
39345,TreeNode,353,356,1,16
50478,TreeNode,354,355,0,17
39346,TreeNode,357,358,0,16
20117,TreeNode,360,383,4,15
36591,TreeNode,361,364,1,16
60986,TreeNode,362,363,0,17
36592,TreeNode,365,382,3,16
76478,TreeNode,366,381,2,17
90443,TreeNode,367,370,1,18
97418,TreeNode,368,369,0,19
90444,TreeNode,371,378,1,18
92968,TreeNode,372,373,0,19
92969,TreeNode,374,375,0,19
92970,TreeNode,376,377,0,19
90445,TreeNode,379,380,0,18
8365,TreeNode,387,472,10,12
9705,TreeNode,388,389,0,13
9706,TreeNode,390,393,1,13
18432,TreeNode,391,392,0,14
9707,TreeNode,394,471,9,13
13150,TreeNode,395,400,1,14
38072,TreeNode,396,397,0,15
38073,TreeNode,398,399,0,15
13151,TreeNode,401,470,8,14
19270,TreeNode,402,403,0,15
19271,TreeNode,404,463,7,15
24834,TreeNode,405,406,0,16
24835,TreeNode,407,460,6,16
34727,TreeNode,408,435,5,17
38506,TreeNode,409,412,1,18
47763,TreeNode,410,411,0,19
38507,TreeNode,413,414,0,18
38508,TreeNode,415,434,4,18
63836,TreeNode,416,417,0,19
63837,TreeNode,418,431,3,19
74341,TreeNode,419,430,2,20
79747,TreeNode,420,423,1,21
83160,TreeNode,421,422,0,22
79748,TreeNode,424,429,1,21
98929,TreeNode,425,426,0,22
98930,TreeNode,427,428,0,22
63838,TreeNode,432,433,0,19
34728,TreeNode,436,453,2,17
48283,TreeNode,437,444,1,18
93692,TreeNode,438,439,0,19
93693,TreeNode,440,441,0,19
93694,TreeNode,442,443,0,19
48284,TreeNode,445,452,1,18
68346,TreeNode,446,447,0,19
68347,TreeNode,448,449,0,19
68348,TreeNode,450,451,0,19
34729,TreeNode,454,459,1,17
66284,TreeNode,455,456,0,18
66285,TreeNode,457,458,0,18
24836,TreeNode,461,462,0,16
19272,TreeNode,464,469,1,15
56537,TreeNode,465,466,0,16
56538,TreeNode,467,468,0,16
8098,TreeNode,474,475,0,11
2160,TreeNode,477,974,14,10
3074,TreeNode,478,841,13,11
3872,TreeNode,479,712,12,12
7158,TreeNode,480,627,11,13
8433,TreeNode,481,490,2,14
52614,TreeNode,482,485,1,15
77426,TreeNode,483,484,0,16
52615,TreeNode,486,487,0,15
52616,TreeNode,488,489,0,15
8434,TreeNode,491,626,10,14
12123,TreeNode,492,573,9,15
28563,TreeNode,493,572,8,16
28970,TreeNode,494,497,1,17
69837,TreeNode,495,496,0,18
28971,TreeNode,498,513,2,17
58289,TreeNode,499,500,0,18
58290,TreeNode,501,504,1,18
90964,TreeNode,502,503,0,19
58291,TreeNode,505,512,1,18
87843,TreeNode,506,507,0,19
87844,TreeNode,508,509,0,19
87845,TreeNode,510,511,0,19
28972,TreeNode,514,571,7,17
33624,TreeNode,515,570,6,18
58109,TreeNode,516,517,0,19
58110,TreeNode,518,531,2,19
85149,TreeNode,519,520,0,20
85150,TreeNode,521,528,1,20
89325,TreeNode,522,523,0,21
89326,TreeNode,524,525,0,21
89327,TreeNode,526,527,0,21
85151,TreeNode,529,530,0,20
58111,TreeNode,532,569,5,19
66295,TreeNode,533,534,0,20
66296,TreeNode,535,568,4,20
68456,TreeNode,536,545,2,21
88833,TreeNode,537,542,1,22
93561,TreeNode,538,539,0,23
93562,TreeNode,540,541,0,23
88834,TreeNode,543,544,0,22
68457,TreeNode,546,565,3,21
69811,TreeNode,547,558,2,22
77287,TreeNode,548,549,0,23
77288,TreeNode,550,557,1,23
86373,TreeNode,551,552,0,24
86374,TreeNode,553,554,0,24
86375,TreeNode,555,556,0,24
69812,TreeNode,559,562,1,22
83418,TreeNode,560,561,0,23
69813,TreeNode,563,564,0,22
68458,TreeNode,566,567,0,21
12124,TreeNode,574,583,2,15
60593,TreeNode,575,576,0,16
60594,TreeNode,577,578,0,16
60595,TreeNode,579,582,1,16
99735,TreeNode,580,581,0,17
12125,TreeNode,584,625,6,15
18223,TreeNode,585,624,5,16
19597,TreeNode,586,603,4,17
21072,TreeNode,587,602,3,18
62531,TreeNode,588,589,0,19
62532,TreeNode,590,599,2,19
66741,TreeNode,591,592,0,20
66742,TreeNode,593,598,1,20
94736,TreeNode,594,595,0,21
94737,TreeNode,596,597,0,21
62533,TreeNode,600,601,0,19
19598,TreeNode,604,621,3,17
38218,TreeNode,605,606,0,18
38219,TreeNode,607,608,0,18
38220,TreeNode,609,620,2,18
48622,TreeNode,610,615,1,19
77470,TreeNode,611,612,0,20
77471,TreeNode,613,614,0,20
48623,TreeNode,616,619,1,19
54326,TreeNode,617,618,0,20
19599,TreeNode,622,623,0,17
7159,TreeNode,628,711,6,13
13726,TreeNode,629,666,5,14
19642,TreeNode,630,665,4,15
28040,TreeNode,631,632,0,16
28041,TreeNode,633,654,3,16
51619,TreeNode,634,647,2,17
53811,TreeNode,635,640,1,18
71591,TreeNode,636,637,0,19
71592,TreeNode,638,639,0,19
53812,TreeNode,641,642,0,18
53813,TreeNode,643,646,1,18
78311,TreeNode,644,645,0,19
51620,TreeNode,648,653,1,17
58555,TreeNode,649,650,0,18
58556,TreeNode,651,652,0,18
28042,TreeNode,655,664,2,16
37104,TreeNode,656,659,1,17
46977,TreeNode,657,658,0,18
37105,TreeNode,660,663,1,17
39048,TreeNode,661,662,0,18
13727,TreeNode,667,686,4,14
17409,TreeNode,668,683,3,15
52214,TreeNode,669,678,2,16
79587,TreeNode,670,675,1,17
79773,TreeNode,671,672,0,18
79774,TreeNode,673,674,0,18
79588,TreeNode,676,677,0,17
52215,TreeNode,679,682,1,16
81185,TreeNode,680,681,0,17
17410,TreeNode,684,685,0,15
13728,TreeNode,687,710,5,14
22404,TreeNode,688,709,4,15
52096,TreeNode,689,690,0,16
52097,TreeNode,691,708,3,16
60047,TreeNode,692,693,0,17
60048,TreeNode,694,703,2,17
69232,TreeNode,695,700,1,18
70373,TreeNode,696,697,0,19
70374,TreeNode,698,699,0,19
69233,TreeNode,701,702,0,18
60049,TreeNode,704,707,1,17
65914,TreeNode,705,706,0,18
3873,TreeNode,713,840,9,12
10335,TreeNode,714,727,3,13
12638,TreeNode,715,720,2,14
13044,TreeNode,716,719,1,15
98325,TreeNode,717,718,0,16
12639,TreeNode,721,726,2,14
17434,TreeNode,722,725,1,15
18186,TreeNode,723,724,0,16
10336,TreeNode,728,733,1,13
60653,TreeNode,729,730,0,14
60654,TreeNode,731,732,0,14
10337,TreeNode,734,839,8,13
19123,TreeNode,735,750,3,14
22941,TreeNode,736,749,2,15
64611,TreeNode,737,738,0,16
64612,TreeNode,739,746,1,16
94865,TreeNode,740,741,0,17
94866,TreeNode,742,743,0,17
94867,TreeNode,744,745,0,17
64613,TreeNode,747,748,0,16
19124,TreeNode,751,756,2,14
38112,TreeNode,752,755,1,15
77990,TreeNode,753,754,0,16
19125,TreeNode,757,838,7,14
25431,TreeNode,758,765,1,15
49685,TreeNode,759,760,0,16
49686,TreeNode,761,762,0,16
49687,TreeNode,763,764,0,16
25432,TreeNode,766,837,6,15
28264,TreeNode,767,826,5,16
42939,TreeNode,768,775,1,17
88284,TreeNode,769,770,0,18
88285,TreeNode,771,772,0,18
88286,TreeNode,773,774,0,18
42940,TreeNode,776,807,4,17
44219,TreeNode,777,802,3,18
58399,TreeNode,778,785,1,19
64946,TreeNode,779,780,0,20
64947,TreeNode,781,782,0,20
64948,TreeNode,783,784,0,20
58400,TreeNode,786,801,2,19
60823,TreeNode,787,792,1,20
78233,TreeNode,788,789,0,21
78234,TreeNode,790,791,0,21
60824,TreeNode,793,794,0,20
60825,TreeNode,795,800,1,20
66747,TreeNode,796,797,0,21
66748,TreeNode,798,799,0,21
44220,TreeNode,803,804,0,18
44221,TreeNode,805,806,0,18
42941,TreeNode,808,825,3,17
76889,TreeNode,809,810,0,18
76890,TreeNode,811,812,0,18
76891,TreeNode,813,824,2,18
80779,TreeNode,814,821,1,19
99920,TreeNode,815,816,0,20
99921,TreeNode,817,818,0,20
99922,TreeNode,819,820,0,20
80780,TreeNode,822,823,0,19
28265,TreeNode,827,836,3,16
33360,TreeNode,828,829,0,17
33361,TreeNode,830,835,2,17
40703,TreeNode,831,834,1,18
70099,TreeNode,832,833,0,19
3075,TreeNode,842,973,12,11
3238,TreeNode,843,972,11,12
10116,TreeNode,844,969,10,13
10633,TreeNode,845,968,9,14
13576,TreeNode,846,881,4,15
31024,TreeNode,847,870,3,16
38469,TreeNode,848,859,2,17
95218,TreeNode,849,850,0,18
95219,TreeNode,851,856,1,18
98228,TreeNode,852,853,0,19
98229,TreeNode,854,855,0,19
95220,TreeNode,857,858,0,18
38470,TreeNode,860,865,1,17
91708,TreeNode,861,862,0,18
91709,TreeNode,863,864,0,18
38471,TreeNode,866,869,1,17
97599,TreeNode,867,868,0,18
31025,TreeNode,871,878,1,16
35453,TreeNode,872,873,0,17
35454,TreeNode,874,875,0,17
35455,TreeNode,876,877,0,17
31026,TreeNode,879,880,0,16
13577,TreeNode,882,967,8,15
14480,TreeNode,883,960,7,16
14563,TreeNode,884,885,0,17
14564,TreeNode,886,945,6,17
21123,TreeNode,887,944,5,18
37287,TreeNode,888,889,0,19
37288,TreeNode,890,921,4,19
70779,TreeNode,891,912,3,20
84322,TreeNode,892,901,2,21
84662,TreeNode,893,898,1,22
92925,TreeNode,894,895,0,23
92926,TreeNode,896,897,0,23
84663,TreeNode,899,900,0,22
84323,TreeNode,902,909,1,21
88395,TreeNode,903,904,0,22
88396,TreeNode,905,906,0,22
88397,TreeNode,907,908,0,22
84324,TreeNode,910,911,0,21
70780,TreeNode,913,914,0,20
70781,TreeNode,915,920,1,20
79115,TreeNode,916,917,0,21
79116,TreeNode,918,919,0,21
37289,TreeNode,922,943,3,19
59439,TreeNode,923,928,1,20
87887,TreeNode,924,925,0,21
87888,TreeNode,926,927,0,21
59440,TreeNode,929,942,2,20
61848,TreeNode,930,931,0,21
61849,TreeNode,932,933,0,21
61850,TreeNode,934,941,1,21
73427,TreeNode,935,936,0,22
73428,TreeNode,937,938,0,22
73429,TreeNode,939,940,0,22
14565,TreeNode,946,959,3,17
34579,TreeNode,947,948,0,18
34580,TreeNode,949,958,2,18
46915,TreeNode,950,951,0,19
46916,TreeNode,952,957,1,19
55282,TreeNode,953,954,0,20
55283,TreeNode,955,956,0,20
14481,TreeNode,961,966,1,16
86688,TreeNode,962,963,0,17
86689,TreeNode,964,965,0,17
10117,TreeNode,970,971,0,13
1944,TreeNode,976,983,3,9
7568,TreeNode,977,982,2,10
7665,TreeNode,978,981,1,11
54249,TreeNode,979,980,0,12
902,TreeNode,985,1404,12,8
1876,TreeNode,986,1019,7,9
3638,TreeNode,987,1018,6,10
18124,TreeNode,988,1017,5,11
18632,TreeNode,989,1016,4,12
24007,TreeNode,990,1001,3,13
31427,TreeNode,991,1000,2,14
88402,TreeNode,992,999,1,15
89757,TreeNode,993,994,0,16
89758,TreeNode,995,996,0,16
89759,TreeNode,997,998,0,16
24008,TreeNode,1002,1015,2,13
58896,TreeNode,1003,1006,1,14
61314,TreeNode,1004,1005,0,15
58897,TreeNode,1007,1010,1,14
79162,TreeNode,1008,1009,0,15
58898,TreeNode,1011,1014,1,14
90479,TreeNode,1012,1013,0,15
1877,TreeNode,1020,1393,11,9
2688,TreeNode,1021,1362,10,10
4241,TreeNode,1022,1077,7,11
6639,TreeNode,1023,1076,6,12
21602,TreeNode,1024,1033,2,13
25923,TreeNode,1025,1030,1,14
55628,TreeNode,1026,1027,0,15
55629,TreeNode,1028,1029,0,15
25924,TreeNode,1031,1032,0,14
21603,TreeNode,1034,1073,5,13
21942,TreeNode,1035,1054,4,14
59133,TreeNode,1036,1047,3,15
59778,TreeNode,1037,1038,0,16
59779,TreeNode,1039,1044,2,16
67068,TreeNode,1040,1043,1,17
99674,TreeNode,1041,1042,0,18
59780,TreeNode,1045,1046,0,16
59134,TreeNode,1048,1053,1,15
79221,TreeNode,1049,1050,0,16
79222,TreeNode,1051,1052,0,16
21943,TreeNode,1055,1060,1,14
82892,TreeNode,1056,1057,0,15
82893,TreeNode,1058,1059,0,15
21944,TreeNode,1061,1072,2,14
39316,TreeNode,1062,1063,0,15
39317,TreeNode,1064,1069,1,15
77962,TreeNode,1065,1066,0,16
77963,TreeNode,1067,1068,0,16
39318,TreeNode,1070,1071,0,15
21604,TreeNode,1074,1075,0,13
4242,TreeNode,1078,1349,9,11
5666,TreeNode,1079,1106,4,12
26269,TreeNode,1080,1089,2,13
63241,TreeNode,1081,1082,0,14
63242,TreeNode,1083,1086,1,14
95160,TreeNode,1084,1085,0,15
63243,TreeNode,1087,1088,0,14
26270,TreeNode,1090,1105,3,13
41785,TreeNode,1091,1104,2,14
54948,TreeNode,1092,1095,1,15
64329,TreeNode,1093,1094,0,16
54949,TreeNode,1096,1097,0,15
54950,TreeNode,1098,1103,1,15
87035,TreeNode,1099,1100,0,16
87036,TreeNode,1101,1102,0,16
5667,TreeNode,1107,1236,8,12
15040,TreeNode,1108,1113,1,13
57498,TreeNode,1109,1110,0,14
57499,TreeNode,1111,1112,0,14
15041,TreeNode,1114,1235,7,13
28669,TreeNode,1115,1150,5,14
35328,TreeNode,1116,1117,0,15
35329,TreeNode,1118,1119,0,15
35330,TreeNode,1120,1149,4,15
42427,TreeNode,1121,1126,1,16
94703,TreeNode,1122,1123,0,17
94704,TreeNode,1124,1125,0,17
42428,TreeNode,1127,1134,2,16
53539,TreeNode,1128,1131,1,17
99923,TreeNode,1129,1130,0,18
53540,TreeNode,1132,1133,0,17
42429,TreeNode,1135,1148,3,16
62541,TreeNode,1136,1145,2,17
83264,TreeNode,1137,1138,0,18
83265,TreeNode,1139,1140,0,18
83266,TreeNode,1141,1144,1,18
98919,TreeNode,1142,1143,0,19
62542,TreeNode,1146,1147,0,17
28670,TreeNode,1151,1174,3,14
34552,TreeNode,1152,1161,2,15
60131,TreeNode,1153,1156,1,16
61778,TreeNode,1154,1155,0,17
60132,TreeNode,1157,1158,0,16
60133,TreeNode,1159,1160,0,16
34553,TreeNode,1162,1165,1,15
39812,TreeNode,1163,1164,0,16
34554,TreeNode,1166,1173,2,15
56140,TreeNode,1167,1170,1,16
66021,TreeNode,1168,1169,0,17
56141,TreeNode,1171,1172,0,16
28671,TreeNode,1175,1234,6,14
44483,TreeNode,1176,1215,5,15
45376,TreeNode,1177,1206,4,16
48194,TreeNode,1178,1185,1,17
54282,TreeNode,1179,1180,0,18
54283,TreeNode,1181,1182,0,18
54284,TreeNode,1183,1184,0,18
48195,TreeNode,1186,1187,0,17
48196,TreeNode,1188,1205,3,17
53634,TreeNode,1189,1200,2,18
80788,TreeNode,1190,1195,1,19
80850,TreeNode,1191,1192,0,20
80851,TreeNode,1193,1194,0,20
80789,TreeNode,1196,1197,0,19
80790,TreeNode,1198,1199,0,19
53635,TreeNode,1201,1204,1,18
61366,TreeNode,1202,1203,0,19
45377,TreeNode,1207,1214,1,16
90985,TreeNode,1208,1209,0,17
90986,TreeNode,1210,1211,0,17
90987,TreeNode,1212,1213,0,17
44484,TreeNode,1216,1221,1,15
63378,TreeNode,1217,1218,0,16
63379,TreeNode,1219,1220,0,16
44485,TreeNode,1222,1233,2,15
60775,TreeNode,1223,1230,1,16
84968,TreeNode,1224,1225,0,17
84969,TreeNode,1226,1227,0,17
84970,TreeNode,1228,1229,0,17
60776,TreeNode,1231,1232,0,16
5668,TreeNode,1237,1348,7,12
10288,TreeNode,1238,1281,6,13
12271,TreeNode,1239,1272,5,14
26697,TreeNode,1240,1253,4,15
30267,TreeNode,1241,1252,3,16
33728,TreeNode,1242,1251,2,17
45444,TreeNode,1243,1248,1,18
66286,TreeNode,1244,1245,0,19
66287,TreeNode,1246,1247,0,19
45445,TreeNode,1249,1250,0,18
26698,TreeNode,1254,1263,2,15
68975,TreeNode,1255,1256,0,16
68976,TreeNode,1257,1262,1,16
78970,TreeNode,1258,1259,0,17
78971,TreeNode,1260,1261,0,17
26699,TreeNode,1264,1271,2,15
41707,TreeNode,1265,1270,1,16
58724,TreeNode,1266,1267,0,17
58725,TreeNode,1268,1269,0,17
12272,TreeNode,1273,1280,2,14
16289,TreeNode,1274,1279,1,15
99363,TreeNode,1275,1276,0,16
99364,TreeNode,1277,1278,0,16
10289,TreeNode,1282,1315,5,13
17241,TreeNode,1283,1314,4,14
40113,TreeNode,1284,1307,3,15
57710,TreeNode,1285,1304,2,16
61769,TreeNode,1286,1293,1,17
88137,TreeNode,1287,1288,0,18
88138,TreeNode,1289,1290,0,18
88139,TreeNode,1291,1292,0,18
61770,TreeNode,1294,1295,0,17
61771,TreeNode,1296,1303,1,17
86653,TreeNode,1297,1298,0,18
86654,TreeNode,1299,1300,0,18
86655,TreeNode,1301,1302,0,18
57711,TreeNode,1305,1306,0,16
40114,TreeNode,1308,1313,1,15
88936,TreeNode,1309,1310,0,16
88937,TreeNode,1311,1312,0,16
10290,TreeNode,1316,1347,5,13
44896,TreeNode,1317,1340,4,14
53242,TreeNode,1318,1335,3,15
57520,TreeNode,1319,1328,2,16
62578,TreeNode,1320,1323,1,17
63758,TreeNode,1321,1322,0,18
62579,TreeNode,1324,1325,0,17
62580,TreeNode,1326,1327,0,17
57521,TreeNode,1329,1330,0,16
57522,TreeNode,1331,1334,1,16
63780,TreeNode,1332,1333,0,17
53243,TreeNode,1336,1337,0,15
53244,TreeNode,1338,1339,0,15
44897,TreeNode,1341,1344,1,14
77625,TreeNode,1342,1343,0,15
44898,TreeNode,1345,1346,0,14
4243,TreeNode,1350,1361,2,11
51868,TreeNode,1351,1358,1,12
77152,TreeNode,1352,1353,0,13
77153,TreeNode,1354,1355,0,13
77154,TreeNode,1356,1357,0,13
51869,TreeNode,1359,1360,0,12
2689,TreeNode,1363,1392,6,10
2969,TreeNode,1364,1391,5,11
9938,TreeNode,1365,1374,3,12
16014,TreeNode,1366,1367,0,13
16015,TreeNode,1368,1373,2,13
73935,TreeNode,1369,1372,1,14
84853,TreeNode,1370,1371,0,15
9939,TreeNode,1375,1390,4,12
15396,TreeNode,1376,1387,3,13
28155,TreeNode,1377,1384,2,14
46924,TreeNode,1378,1379,0,15
46925,TreeNode,1380,1383,1,15
68807,TreeNode,1381,1382,0,16
28156,TreeNode,1385,1386,0,14
15397,TreeNode,1388,1389,0,13
1878,TreeNode,1394,1403,2,9
1921,TreeNode,1395,1402,1,10
57212,TreeNode,1396,1397,0,11
57213,TreeNode,1398,1399,0,11
57214,TreeNode,1400,1401,0,11
29,TreeNode,1408,38241,29,5
31,TreeNode,1409,12716,28,6
41,TreeNode,1410,3569,19,7
229,TreeNode,1411,1800,14,8
849,TreeNode,1412,1557,10,9
8020,TreeNode,1413,1536,9,10
9306,TreeNode,1414,1511,8,11
15770,TreeNode,1415,1426,2,12
47177,TreeNode,1416,1417,0,13
47178,TreeNode,1418,1423,1,13
95277,TreeNode,1419,1420,0,14
95278,TreeNode,1421,1422,0,14
47179,TreeNode,1424,1425,0,13
15771,TreeNode,1427,1472,7,12
29203,TreeNode,1428,1429,0,13
29204,TreeNode,1430,1435,1,13
49775,TreeNode,1431,1432,0,14
49776,TreeNode,1433,1434,0,14
29205,TreeNode,1436,1471,6,13
30619,TreeNode,1437,1442,1,14
61151,TreeNode,1438,1439,0,15
61152,TreeNode,1440,1441,0,15
30620,TreeNode,1443,1470,5,14
37819,TreeNode,1444,1445,0,15
37820,TreeNode,1446,1469,4,15
45522,TreeNode,1447,1460,3,16
47998,TreeNode,1448,1449,0,17
47999,TreeNode,1450,1457,2,17
51339,TreeNode,1451,1452,0,18
51340,TreeNode,1453,1456,1,18
93071,TreeNode,1454,1455,0,19
48000,TreeNode,1458,1459,0,17
45523,TreeNode,1461,1466,1,16
85336,TreeNode,1462,1463,0,17
85337,TreeNode,1464,1465,0,17
45524,TreeNode,1467,1468,0,16
15772,TreeNode,1473,1510,5,12
41657,TreeNode,1474,1501,4,13
57673,TreeNode,1475,1476,0,14
57674,TreeNode,1477,1478,0,14
57675,TreeNode,1479,1500,3,14
75388,TreeNode,1480,1481,0,15
75389,TreeNode,1482,1483,0,15
75390,TreeNode,1484,1499,2,15
80908,TreeNode,1485,1492,1,16
84028,TreeNode,1486,1487,0,17
84029,TreeNode,1488,1489,0,17
84030,TreeNode,1490,1491,0,17
80909,TreeNode,1493,1494,0,16
80910,TreeNode,1495,1498,1,16
93590,TreeNode,1496,1497,0,17
41658,TreeNode,1502,1509,1,13
91640,TreeNode,1503,1504,0,14
91641,TreeNode,1505,1506,0,14
91642,TreeNode,1507,1508,0,14
9307,TreeNode,1512,1517,1,11
73230,TreeNode,1513,1514,0,12
73231,TreeNode,1515,1516,0,12
9308,TreeNode,1518,1535,4,11
37460,TreeNode,1519,1520,0,12
37461,TreeNode,1521,1534,3,12
87073,TreeNode,1522,1531,2,13
97882,TreeNode,1523,1524,0,14
97883,TreeNode,1525,1530,1,14
99578,TreeNode,1526,1527,0,15
99579,TreeNode,1528,1529,0,15
87074,TreeNode,1532,1533,0,13
8021,TreeNode,1537,1544,1,10
98538,TreeNode,1538,1539,0,11
98539,TreeNode,1540,1541,0,11
98540,TreeNode,1542,1543,0,11
8022,TreeNode,1545,1556,3,10
28643,TreeNode,1546,1553,2,11
46926,TreeNode,1547,1552,1,12
48976,TreeNode,1548,1549,0,13
48977,TreeNode,1550,1551,0,13
28644,TreeNode,1554,1555,0,11
850,TreeNode,1558,1799,13,9
959,TreeNode,1559,1576,4,10
3863,TreeNode,1560,1565,1,11
10602,TreeNode,1561,1562,0,12
10603,TreeNode,1563,1564,0,12
