id,type,integer_id,upper_bound,height,depth
254,TreeNode,440,441,0,9
252,TreeNode,443,446,1,8
258,TreeNode,444,445,0,9
253,TreeNode,447,450,1,8
259,TreeNode,448,449,0,9
234,TreeNode,453,458,1,6
242,TreeNode,454,455,0,7
243,TreeNode,456,457,0,7
229,TreeNode,460,461,0,5
225,TreeNode,463,504,5,4
231,TreeNode,464,501,4,5
235,TreeNode,465,482,3,6
237,TreeNode,466,481,2,7
244,TreeNode,467,472,1,8
256,TreeNode,468,469,0,9
257,TreeNode,470,471,0,9
245,TreeNode,473,474,0,8
246,TreeNode,475,480,1,8
260,TreeNode,476,477,0,9
261,TreeNode,478,479,0,9
236,TreeNode,483,500,3,6
238,TreeNode,484,491,2,7
247,TreeNode,485,486,0,8
248,TreeNode,487,490,1,8
262,TreeNode,488,489,0,9
239,TreeNode,492,499,2,7
249,TreeNode,493,496,1,8
255,TreeNode,494,495,0,9
250,TreeNode,497,498,0,8
232,TreeNode,502,503,0,5
221,TreeNode,506,509,1,3
226,TreeNode,507,508,0,4
219,TreeNode,511,520,3,2
222,TreeNode,512,517,2,3
227,TreeNode,513,516,1,4
230,TreeNode,514,515,0,5
223,TreeNode,518,519,0,3
263,TreeNode,523,640,5,0
264,TreeNode,524,581,4,1
266,TreeNode,525,556,3,2
274,TreeNode,526,533,2,3
297,TreeNode,527,530,1,4
304,TreeNode,528,529,0,5
298,TreeNode,531,532,0,4
275,TreeNode,534,539,2,3
283,TreeNode,535,538,1,4
318,TreeNode,536,537,0,5
276,TreeNode,540,555,2,3
289,TreeNode,541,542,0,4
290,TreeNode,543,546,1,4
303,TreeNode,544,545,0,5
291,TreeNode,547,554,1,4
305,TreeNode,548,549,0,5
306,TreeNode,550,551,0,5
307,TreeNode,552,553,0,5
267,TreeNode,557,564,1,2
277,TreeNode,558,559,0,3
278,TreeNode,560,561,0,3
279,TreeNode,562,563,0,3
268,TreeNode,565,580,3,2
273,TreeNode,566,579,2,3
295,TreeNode,567,572,1,4
314,TreeNode,568,569,0,5
315,TreeNode,570,571,0,5
296,TreeNode,573,578,1,4
299,TreeNode,574,575,0,5
300,TreeNode,576,577,0,5
265,TreeNode,582,639,4,1
269,TreeNode,583,598,3,2
280,TreeNode,584,597,2,3
285,TreeNode,585,590,1,4
316,TreeNode,586,587,0,5
317,TreeNode,588,589,0,5
286,TreeNode,591,596,1,4
312,TreeNode,592,593,0,5
313,TreeNode,594,595,0,5
270,TreeNode,599,628,3,2
281,TreeNode,600,615,2,3
292,TreeNode,601,602,0,4
293,TreeNode,603,608,1,4
310,TreeNode,604,605,0,5
311,TreeNode,606,607,0,5
294,TreeNode,609,614,1,4
301,TreeNode,610,611,0,5
302,TreeNode,612,613,0,5
282,TreeNode,616,627,2,3
287,TreeNode,617,618,0,4
288,TreeNode,619,626,1,4
319,TreeNode,620,621,0,5
320,TreeNode,622,623,0,5
321,TreeNode,624,625,0,5
271,TreeNode,629,638,3,2
272,TreeNode,630,637,2,3
284,TreeNode,631,636,1,4
308,TreeNode,632,633,0,5
309,TreeNode,634,635,0,5
322,TreeNode,641,1400,9,0
323,TreeNode,642,1319,8,1
327,TreeNode,643,1256,7,2
333,TreeNode,644,739,6,3
336,TreeNode,645,686,5,4
356,TreeNode,646,685,4,5
391,TreeNode,647,648,0,6
392,TreeNode,649,684,3,6
415,TreeNode,650,659,2,7
501,TreeNode,651,656,1,8
595,TreeNode,652,653,0,9
596,TreeNode,654,655,0,9
502,TreeNode,657,658,0,8
416,TreeNode,660,669,2,7
555,TreeNode,661,668,1,8
668,TreeNode,662,663,0,9
669,TreeNode,664,665,0,9
670,TreeNode,666,667,0,9
417,TreeNode,670,683,2,7
546,TreeNode,671,678,1,8
561,TreeNode,672,673,0,9
562,TreeNode,674,675,0,9
563,TreeNode,676,677,0,9
547,TreeNode,679,682,1,8
614,TreeNode,680,681,0,9
337,TreeNode,687,738,5,4
353,TreeNode,688,731,4,5
389,TreeNode,689,700,3,6
413,TreeNode,690,697,2,7
470,TreeNode,691,692,0,8
471,TreeNode,693,696,1,8
681,TreeNode,694,695,0,9
414,TreeNode,698,699,0,7
390,TreeNode,701,730,3,6
448,TreeNode,702,705,1,7
550,TreeNode,703,704,0,8
449,TreeNode,706,715,2,7
503,TreeNode,707,714,1,8
688,TreeNode,708,709,0,9
689,TreeNode,710,711,0,9
690,TreeNode,712,713,0,9
450,TreeNode,716,729,2,7
539,TreeNode,717,722,1,8
564,TreeNode,718,719,0,9
565,TreeNode,720,721,0,9
540,TreeNode,723,728,1,8
629,TreeNode,724,725,0,9
630,TreeNode,726,727,0,9
354,TreeNode,732,735,1,5
397,TreeNode,733,734,0,6
355,TreeNode,736,737,0,5
334,TreeNode,740,995,6,3
341,TreeNode,741,868,5,4
360,TreeNode,742,747,2,5
377,TreeNode,743,746,1,6
454,TreeNode,744,745,0,7
361,TreeNode,748,861,4,5
380,TreeNode,749,802,3,6
423,TreeNode,750,769,2,7
532,TreeNode,751,752,0,8
533,TreeNode,753,760,1,8
588,TreeNode,754,755,0,9
589,TreeNode,756,757,0,9
590,TreeNode,758,759,0,9
534,TreeNode,761,768,1,8
636,TreeNode,762,763,0,9
637,TreeNode,764,765,0,9
638,TreeNode,766,767,0,9
424,TreeNode,770,789,2,7
509,TreeNode,771,778,1,8
678,TreeNode,772,773,0,9
679,TreeNode,774,775,0,9
680,TreeNode,776,777,0,9
510,TreeNode,779,780,0,8
511,TreeNode,781,788,1,8
591,TreeNode,782,783,0,9
592,TreeNode,784,785,0,9
593,TreeNode,786,787,0,9
425,TreeNode,790,801,2,7
465,TreeNode,791,794,1,8
676,TreeNode,792,793,0,9
466,TreeNode,795,796,0,8
467,TreeNode,797,800,1,8
671,TreeNode,798,799,0,9
381,TreeNode,803,838,3,6
418,TreeNode,804,811,2,7
548,TreeNode,805,810,1,8
578,TreeNode,806,807,0,9
579,TreeNode,808,809,0,9
419,TreeNode,812,827,2,7
487,TreeNode,813,816,1,8
577,TreeNode,814,815,0,9
488,TreeNode,817,824,1,8
633,TreeNode,818,819,0,9
634,TreeNode,820,821,0,9
635,TreeNode,822,823,0,9
489,TreeNode,825,826,0,8
420,TreeNode,828,837,2,7
516,TreeNode,829,830,0,8
517,TreeNode,831,836,1,8
605,TreeNode,832,833,0,9
606,TreeNode,834,835,0,9
382,TreeNode,839,860,3,6
421,TreeNode,840,849,2,7
551,TreeNode,841,848,1,8
657,TreeNode,842,843,0,9
658,TreeNode,844,845,0,9
659,TreeNode,846,847,0,9
422,TreeNode,850,859,2,7
490,TreeNode,851,856,1,8
655,TreeNode,852,853,0,9
656,TreeNode,854,855,0,9
491,TreeNode,857,858,0,8
362,TreeNode,862,867,1,5
375,TreeNode,863,864,0,6
376,TreeNode,865,866,0,6
342,TreeNode,869,886,5,4
347,TreeNode,870,885,4,5
398,TreeNode,871,872,0,6
399,TreeNode,873,882,3,6
432,TreeNode,874,881,2,7
468,TreeNode,875,880,1,8
698,TreeNode,876,877,0,9
699,TreeNode,878,879,0,9
400,TreeNode,883,884,0,6
343,TreeNode,887,994,5,4
348,TreeNode,888,895,2,5
387,TreeNode,889,890,0,6
388,TreeNode,891,894,1,6
445,TreeNode,892,893,0,7
349,TreeNode,896,923,4,5
393,TreeNode,897,922,3,6
407,TreeNode,898,907,2,7
558,TreeNode,899,904,1,8
612,TreeNode,900,901,0,9
613,TreeNode,902,903,0,9
559,TreeNode,905,906,0,8
408,TreeNode,908,915,2,7
549,TreeNode,909,914,1,8
602,TreeNode,910,911,0,9
603,TreeNode,912,913,0,9
409,TreeNode,916,921,2,7
519,TreeNode,917,920,1,8
695,TreeNode,918,919,0,9
350,TreeNode,924,993,4,5
394,TreeNode,925,950,3,6
461,TreeNode,926,947,2,7
524,TreeNode,927,932,1,8
645,TreeNode,928,929,0,9
646,TreeNode,930,931,0,9
525,TreeNode,933,938,1,8
686,TreeNode,934,935,0,9
687,TreeNode,936,937,0,9
526,TreeNode,939,946,1,8
566,TreeNode,940,941,0,9
567,TreeNode,942,943,0,9
568,TreeNode,944,945,0,9
462,TreeNode,948,949,0,7
395,TreeNode,951,962,3,6
460,TreeNode,952,961,2,7
492,TreeNode,953,954,0,8
493,TreeNode,955,958,1,8
672,TreeNode,956,957,0,9
494,TreeNode,959,960,0,8
396,TreeNode,963,992,3,6
446,TreeNode,964,975,2,7
541,TreeNode,965,966,0,8
542,TreeNode,967,974,1,8
621,TreeNode,968,969,0,9
622,TreeNode,970,971,0,9
623,TreeNode,972,973,0,9
447,TreeNode,976,991,2,7
495,TreeNode,977,984,1,8
624,TreeNode,978,979,0,9
625,TreeNode,980,981,0,9
626,TreeNode,982,983,0,9
496,TreeNode,985,988,1,8
694,TreeNode,986,987,0,9
497,TreeNode,989,990,0,8
335,TreeNode,996,1255,6,3
344,TreeNode,997,1082,5,4
351,TreeNode,998,1081,4,5
384,TreeNode,999,1028,3,6
442,TreeNode,1000,1019,2,7
543,TreeNode,1001,1008,1,8
585,TreeNode,1002,1003,0,9
586,TreeNode,1004,1005,0,9
587,TreeNode,1006,1007,0,9
544,TreeNode,1009,1010,0,8
545,TreeNode,1011,1018,1,8
665,TreeNode,1012,1013,0,9
666,TreeNode,1014,1015,0,9
667,TreeNode,1016,1017,0,9
443,TreeNode,1020,1021,0,7
444,TreeNode,1022,1027,2,7
557,TreeNode,1023,1026,1,8
584,TreeNode,1024,1025,0,9
385,TreeNode,1029,1030,0,6
386,TreeNode,1031,1080,3,6
451,TreeNode,1032,1047,2,7
504,TreeNode,1033,1040,1,8
652,TreeNode,1034,1035,0,9
653,TreeNode,1036,1037,0,9
654,TreeNode,1038,1039,0,9
505,TreeNode,1041,1042,0,8
506,TreeNode,1043,1046,1,8
598,TreeNode,1044,1045,0,9
452,TreeNode,1048,1061,2,7
527,TreeNode,1049,1050,0,8
528,TreeNode,1051,1056,1,8
617,TreeNode,1052,1053,0,9
618,TreeNode,1054,1055,0,9
529,TreeNode,1057,1060,1,8
611,TreeNode,1058,1059,0,9
453,TreeNode,1062,1079,2,7
552,TreeNode,1063,1070,1,8
691,TreeNode,1064,1065,0,9
692,TreeNode,1066,1067,0,9
693,TreeNode,1068,1069,0,9
553,TreeNode,1071,1078,1,8
640,TreeNode,1072,1073,0,9
641,TreeNode,1074,1075,0,9
642,TreeNode,1076,1077,0,9
345,TreeNode,1083,1252,5,4
363,TreeNode,1084,1143,4,5
366,TreeNode,1085,1112,3,6
426,TreeNode,1086,1097,2,7
535,TreeNode,1087,1088,0,8
536,TreeNode,1089,1096,1,8
599,TreeNode,1090,1091,0,9
600,TreeNode,1092,1093,0,9
601,TreeNode,1094,1095,0,9
427,TreeNode,1098,1105,2,7
556,TreeNode,1099,1104,1,8
631,TreeNode,1100,1101,0,9
632,TreeNode,1102,1103,0,9
428,TreeNode,1106,1111,1,7
512,TreeNode,1107,1108,0,8
513,TreeNode,1109,1110,0,8
367,TreeNode,1113,1126,3,6
455,TreeNode,1114,1125,2,7
475,TreeNode,1115,1120,1,8
663,TreeNode,1116,1117,0,9
664,TreeNode,1118,1119,0,9
476,TreeNode,1121,1124,1,8
580,TreeNode,1122,1123,0,9
368,TreeNode,1127,1142,3,6
464,TreeNode,1128,1141,2,7
537,TreeNode,1129,1136,1,8
660,TreeNode,1130,1131,0,9
661,TreeNode,1132,1133,0,9
662,TreeNode,1134,1135,0,9
538,TreeNode,1137,1140,1,8
609,TreeNode,1138,1139,0,9
364,TreeNode,1144,1175,4,5
378,TreeNode,1145,1166,3,6
429,TreeNode,1146,1147,0,7
430,TreeNode,1148,1149,0,7
431,TreeNode,1150,1165,2,7
472,TreeNode,1151,1158,1,8
682,TreeNode,1152,1153,0,9
683,TreeNode,1154,1155,0,9
684,TreeNode,1156,1157,0,9
473,TreeNode,1159,1162,1,8
685,TreeNode,1160,1161,0,9
474,TreeNode,1163,1164,0,8
379,TreeNode,1167,1174,3,6
463,TreeNode,1168,1173,2,7
554,TreeNode,1169,1172,1,8
560,TreeNode,1170,1171,0,9
365,TreeNode,1176,1251,4,5
369,TreeNode,1177,1188,3,6
406,TreeNode,1178,1187,2,7
479,TreeNode,1179,1180,0,8
480,TreeNode,1181,1182,0,8
481,TreeNode,1183,1186,1,8
594,TreeNode,1184,1185,0,9
370,TreeNode,1189,1200,3,6
436,TreeNode,1190,1191,0,7
437,TreeNode,1192,1197,2,7
518,TreeNode,1193,1196,1,8
610,TreeNode,1194,1195,0,9
438,TreeNode,1198,1199,0,7
371,TreeNode,1201,1250,3,6
457,TreeNode,1202,1211,2,7
507,TreeNode,1203,1204,0,8
508,TreeNode,1205,1210,1,8
607,TreeNode,1206,1207,0,9
608,TreeNode,1208,1209,0,9
458,TreeNode,1212,1231,2,7
484,TreeNode,1213,1220,1,8
581,TreeNode,1214,1215,0,9
582,TreeNode,1216,1217,0,9
583,TreeNode,1218,1219,0,9
485,TreeNode,1221,1224,1,8
697,TreeNode,1222,1223,0,9
486,TreeNode,1225,1230,1,8
647,TreeNode,1226,1227,0,9
648,TreeNode,1228,1229,0,9
459,TreeNode,1232,1249,2,7
498,TreeNode,1233,1240,1,8
673,TreeNode,1234,1235,0,9
674,TreeNode,1236,1237,0,9
675,TreeNode,1238,1239,0,9
499,TreeNode,1241,1248,1,8
571,TreeNode,1242,1243,0,9
572,TreeNode,1244,1245,0,9
573,TreeNode,1246,1247,0,9
346,TreeNode,1253,1254,0,4
328,TreeNode,1257,1318,7,2
329,TreeNode,1258,1261,1,3
338,TreeNode,1259,1260,0,4
330,TreeNode,1262,1263,0,3
331,TreeNode,1264,1317,6,3
340,TreeNode,1265,1316,5,4
352,TreeNode,1266,1315,4,5
372,TreeNode,1267,1268,0,6
373,TreeNode,1269,1290,3,6
456,TreeNode,1270,1289,2,7
520,TreeNode,1271,1278,1,8
574,TreeNode,1272,1273,0,9
575,TreeNode,1274,1275,0,9
576,TreeNode,1276,1277,0,9
521,TreeNode,1279,1282,1,8
677,TreeNode,1280,1281,0,9
522,TreeNode,1283,1288,1,8
569,TreeNode,1284,1285,0,9
570,TreeNode,1286,1287,0,9
374,TreeNode,1291,1314,3,6
439,TreeNode,1292,1293,0,7
440,TreeNode,1294,1307,2,7
482,TreeNode,1295,1300,1,8
700,TreeNode,1296,1297,0,9
701,TreeNode,1298,1299,0,9
483,TreeNode,1301,1306,1,8
615,TreeNode,1302,1303,0,9
616,TreeNode,1304,1305,0,9
441,TreeNode,1308,1313,2,7
523,TreeNode,1309,1312,1,8
696,TreeNode,1310,1311,0,9
324,TreeNode,1320,1399,8,1
325,TreeNode,1321,1322,0,2
326,TreeNode,1323,1398,7,2
332,TreeNode,1324,1397,6,3
339,TreeNode,1325,1396,5,4
357,TreeNode,1326,1385,4,5
403,TreeNode,1327,1350,3,6
433,TreeNode,1328,1329,0,7
434,TreeNode,1330,1343,2,7
514,TreeNode,1331,1336,1,8
627,TreeNode,1332,1333,0,9
628,TreeNode,1334,1335,0,9
515,TreeNode,1337,1342,1,8
619,TreeNode,1338,1339,0,9
620,TreeNode,1340,1341,0,9
435,TreeNode,1344,1349,2,7
500,TreeNode,1345,1348,1,8
639,TreeNode,1346,1347,0,9
404,TreeNode,1351,1382,3,6
410,TreeNode,1352,1357,2,7
469,TreeNode,1353,1356,1,8
604,TreeNode,1354,1355,0,9
411,TreeNode,1358,1365,2,7
477,TreeNode,1359,1362,1,8
597,TreeNode,1360,1361,0,9
478,TreeNode,1363,1364,0,8
412,TreeNode,1366,1381,2,7
530,TreeNode,1367,1374,1,8
649,TreeNode,1368,1369,0,9
650,TreeNode,1370,1371,0,9
651,TreeNode,1372,1373,0,9
531,TreeNode,1375,1380,1,8
643,TreeNode,1376,1377,0,9
644,TreeNode,1378,1379,0,9
405,TreeNode,1383,1384,0,6
358,TreeNode,1386,1389,1,5
383,TreeNode,1387,1388,0,6
359,TreeNode,1390,1395,1,5
401,TreeNode,1391,1392,0,6
402,TreeNode,1393,1394,0,6
702,TreeNode,1401,1992,8,0
703,TreeNode,1402,1897,7,1
706,TreeNode,1403,1532,6,2
715,TreeNode,1404,1407,1,3
730,TreeNode,1405,1406,0,4
716,TreeNode,1408,1531,5,3
723,TreeNode,1409,1456,4,4
752,TreeNode,1410,1431,3,5
802,TreeNode,1411,1420,2,6
848,TreeNode,1412,1417,1,7
949,TreeNode,1413,1414,0,8
950,TreeNode,1415,1416,0,8
849,TreeNode,1418,1419,0,7
803,TreeNode,1421,1430,2,6
827,TreeNode,1422,1423,0,7
828,TreeNode,1424,1429,1,7
900,TreeNode,1425,1426,0,8
901,TreeNode,1427,1428,0,8
753,TreeNode,1432,1455,3,5
785,TreeNode,1433,1444,2,6
840,TreeNode,1434,1435,0,7
841,TreeNode,1436,1443,1,7
936,TreeNode,1437,1438,0,8
937,TreeNode,1439,1440,0,8
938,TreeNode,1441,1442,0,8
786,TreeNode,1445,1454,2,6
817,TreeNode,1446,1451,1,7
967,TreeNode,1447,1448,0,8
968,TreeNode,1449,1450,0,8
818,TreeNode,1452,1453,0,7
724,TreeNode,1457,1458,0,4
725,TreeNode,1459,1530,4,4
749,TreeNode,1460,1485,3,5
813,TreeNode,1461,1482,2,6
873,TreeNode,1462,1469,1,7
942,TreeNode,1463,1464,0,8
943,TreeNode,1465,1466,0,8
944,TreeNode,1467,1468,0,8
874,TreeNode,1470,1475,1,7
960,TreeNode,1471,1472,0,8
961,TreeNode,1473,1474,0,8
875,TreeNode,1476,1481,1,7
980,TreeNode,1477,1478,0,8
981,TreeNode,1479,1480,0,8
814,TreeNode,1483,1484,0,6
750,TreeNode,1486,1503,3,5
798,TreeNode,1487,1496,2,6
868,TreeNode,1488,1495,1,7
993,TreeNode,1489,1490,0,8
994,TreeNode,1491,1492,0,8
995,TreeNode,1493,1494,0,8
799,TreeNode,1497,1502,2,6
885,TreeNode,1498,1501,1,7
932,TreeNode,1499,1500,0,8
751,TreeNode,1504,1529,3,5
804,TreeNode,1505,1506,0,6
805,TreeNode,1507,1518,2,6
815,TreeNode,1508,1513,1,7
895,TreeNode,1509,1510,0,8
896,TreeNode,1511,1512,0,8
816,TreeNode,1514,1517,1,7
982,TreeNode,1515,1516,0,8
806,TreeNode,1519,1528,2,6
823,TreeNode,1520,1523,1,7
892,TreeNode,1521,1522,0,8
824,TreeNode,1524,1527,1,7
924,TreeNode,1525,1526,0,8
707,TreeNode,1533,1738,6,2
709,TreeNode,1534,1617,5,3
721,TreeNode,1535,1596,4,4
741,TreeNode,1536,1557,3,5
767,TreeNode,1537,1544,2,6
835,TreeNode,1538,1539,0,7
836,TreeNode,1540,1543,1,7
897,TreeNode,1541,1542,0,8
768,TreeNode,1545,1554,2,6
878,TreeNode,1546,1547,0,7
879,TreeNode,1548,1553,1,7
947,TreeNode,1549,1550,0,8
948,TreeNode,1551,1552,0,8
769,TreeNode,1555,1556,0,6
742,TreeNode,1558,1593,3,5
782,TreeNode,1559,1560,0,6
783,TreeNode,1561,1574,2,6
865,TreeNode,1562,1569,1,7
920,TreeNode,1563,1564,0,8
921,TreeNode,1565,1566,0,8
922,TreeNode,1567,1568,0,8
866,TreeNode,1570,1571,0,7
867,TreeNode,1572,1573,0,7
784,TreeNode,1575,1592,2,6
854,TreeNode,1576,1581,1,7
996,TreeNode,1577,1578,0,8
997,TreeNode,1579,1580,0,8
855,TreeNode,1582,1589,1,7
906,TreeNode,1583,1584,0,8
907,TreeNode,1585,1586,0,8
908,TreeNode,1587,1588,0,8
856,TreeNode,1590,1591,0,7
743,TreeNode,1594,1595,0,5
722,TreeNode,1597,1616,4,4
764,TreeNode,1598,1615,3,5
789,TreeNode,1599,1612,2,6
858,TreeNode,1600,1607,1,7
939,TreeNode,1601,1602,0,8
940,TreeNode,1603,1604,0,8
941,TreeNode,1605,1606,0,8
859,TreeNode,1608,1609,0,7
860,TreeNode,1610,1611,0,7
790,TreeNode,1613,1614,0,6
710,TreeNode,1618,1693,5,3
731,TreeNode,1619,1674,4,4
746,TreeNode,1620,1633,3,5
807,TreeNode,1621,1632,2,6
821,TreeNode,1622,1629,1,7
954,TreeNode,1623,1624,0,8
955,TreeNode,1625,1626,0,8
956,TreeNode,1627,1628,0,8
822,TreeNode,1630,1631,0,7
747,TreeNode,1634,1671,3,5
772,TreeNode,1635,1650,2,6
832,TreeNode,1636,1637,0,7
833,TreeNode,1638,1641,1,7
991,TreeNode,1639,1640,0,8
834,TreeNode,1642,1649,1,7
972,TreeNode,1643,1644,0,8
973,TreeNode,1645,1646,0,8
974,TreeNode,1647,1648,0,8
773,TreeNode,1651,1656,2,6
857,TreeNode,1652,1655,1,7
890,TreeNode,1653,1654,0,8
