id,type,dewey,height,depth
56026,TreeNode,1.2.5.8.3.1.6.5,0,7
56027,TreeNode,1.2.5.8.3.1.6.6,0,7
56028,TreeNode,1.2.5.8.3.1.6.7,0,7
56029,TreeNode,1.2.5.8.3.1.6.8,0,7
56030,TreeNode,1.2.5.8.3.1.6.9,0,7
56031,TreeNode,1.2.5.8.3.1.6.10,0,7
56032,TreeNode,1.2.5.8.3.1.6.11,0,7
23640,TreeNode,1.2.5.8.3.1.7,0,6
23641,TreeNode,1.2.5.8.3.1.8,2,6
26441,TreeNode,1.2.5.8.3.1.8.1,0,7
26442,TreeNode,1.2.5.8.3.1.8.2,0,7
26443,TreeNode,1.2.5.8.3.1.8.3,0,7
26444,TreeNode,1.2.5.8.3.1.8.4,0,7
26445,TreeNode,1.2.5.8.3.1.8.5,0,7
26446,TreeNode,1.2.5.8.3.1.8.6,0,7
26447,TreeNode,1.2.5.8.3.1.8.7,0,7
26448,TreeNode,1.2.5.8.3.1.8.8,0,7
26449,TreeNode,1.2.5.8.3.1.8.9,0,7
26450,TreeNode,1.2.5.8.3.1.8.10,1,7
50961,TreeNode,1.2.5.8.3.1.8.10.1,0,8
50962,TreeNode,1.2.5.8.3.1.8.10.2,0,8
50963,TreeNode,1.2.5.8.3.1.8.10.3,0,8
50964,TreeNode,1.2.5.8.3.1.8.10.4,0,8
50965,TreeNode,1.2.5.8.3.1.8.10.5,0,8
50966,TreeNode,1.2.5.8.3.1.8.10.6,0,8
50967,TreeNode,1.2.5.8.3.1.8.10.7,0,8
50968,TreeNode,1.2.5.8.3.1.8.10.8,0,8
50969,TreeNode,1.2.5.8.3.1.8.10.9,0,8
50970,TreeNode,1.2.5.8.3.1.8.10.10,0,8
50971,TreeNode,1.2.5.8.3.1.8.10.11,0,8
50972,TreeNode,1.2.5.8.3.1.8.10.12,0,8
50973,TreeNode,1.2.5.8.3.1.8.10.13,0,8
26451,TreeNode,1.2.5.8.3.1.8.11,0,7
26452,TreeNode,1.2.5.8.3.1.8.12,0,7
26453,TreeNode,1.2.5.8.3.1.8.13,0,7
23642,TreeNode,1.2.5.8.3.1.9,0,6
23643,TreeNode,1.2.5.8.3.1.10,0,6
23644,TreeNode,1.2.5.8.3.1.11,0,6
14201,TreeNode,1.2.5.8.3.2,0,5
14202,TreeNode,1.2.5.8.3.3,0,5
14203,TreeNode,1.2.5.8.3.4,0,5
14204,TreeNode,1.2.5.8.3.5,4,5
20975,TreeNode,1.2.5.8.3.5.1,0,6
20976,TreeNode,1.2.5.8.3.5.2,0,6
20977,TreeNode,1.2.5.8.3.5.3,0,6
20978,TreeNode,1.2.5.8.3.5.4,0,6
20979,TreeNode,1.2.5.8.3.5.5,3,6
58922,TreeNode,1.2.5.8.3.5.5.1,0,7
58923,TreeNode,1.2.5.8.3.5.5.2,0,7
58924,TreeNode,1.2.5.8.3.5.5.3,0,7
58925,TreeNode,1.2.5.8.3.5.5.4,0,7
58926,TreeNode,1.2.5.8.3.5.5.5,0,7
58927,TreeNode,1.2.5.8.3.5.5.6,0,7
58928,TreeNode,1.2.5.8.3.5.5.7,0,7
58929,TreeNode,1.2.5.8.3.5.5.8,0,7
58930,TreeNode,1.2.5.8.3.5.5.9,2,7
66591,TreeNode,1.2.5.8.3.5.5.9.1,0,8
66592,TreeNode,1.2.5.8.3.5.5.9.2,0,8
66593,TreeNode,1.2.5.8.3.5.5.9.3,0,8
66594,TreeNode,1.2.5.8.3.5.5.9.4,0,8
66595,TreeNode,1.2.5.8.3.5.5.9.5,0,8
66596,TreeNode,1.2.5.8.3.5.5.9.6,0,8
66597,TreeNode,1.2.5.8.3.5.5.9.7,0,8
66598,TreeNode,1.2.5.8.3.5.5.9.8,0,8
66599,TreeNode,1.2.5.8.3.5.5.9.9,1,8
82751,TreeNode,1.2.5.8.3.5.5.9.9.1,0,9
82752,TreeNode,1.2.5.8.3.5.5.9.9.2,0,9
82753,TreeNode,1.2.5.8.3.5.5.9.9.3,0,9
82754,TreeNode,1.2.5.8.3.5.5.9.9.4,0,9
82755,TreeNode,1.2.5.8.3.5.5.9.9.5,0,9
82756,TreeNode,1.2.5.8.3.5.5.9.9.6,0,9
82757,TreeNode,1.2.5.8.3.5.5.9.9.7,0,9
82758,TreeNode,1.2.5.8.3.5.5.9.9.8,0,9
82759,TreeNode,1.2.5.8.3.5.5.9.9.9,0,9
82760,TreeNode,1.2.5.8.3.5.5.9.9.10,0,9
82761,TreeNode,1.2.5.8.3.5.5.9.9.11,0,9
82762,TreeNode,1.2.5.8.3.5.5.9.9.12,0,9
82763,TreeNode,1.2.5.8.3.5.5.9.9.13,0,9
66600,TreeNode,1.2.5.8.3.5.5.9.10,1,8
92878,TreeNode,1.2.5.8.3.5.5.9.10.1,0,9
92879,TreeNode,1.2.5.8.3.5.5.9.10.2,0,9
92880,TreeNode,1.2.5.8.3.5.5.9.10.3,0,9
92881,TreeNode,1.2.5.8.3.5.5.9.10.4,0,9
92882,TreeNode,1.2.5.8.3.5.5.9.10.5,0,9
92883,TreeNode,1.2.5.8.3.5.5.9.10.6,0,9
92884,TreeNode,1.2.5.8.3.5.5.9.10.7,0,9
92885,TreeNode,1.2.5.8.3.5.5.9.10.8,0,9
92886,TreeNode,1.2.5.8.3.5.5.9.10.9,0,9
92887,TreeNode,1.2.5.8.3.5.5.9.10.10,0,9
92888,TreeNode,1.2.5.8.3.5.5.9.10.11,0,9
92889,TreeNode,1.2.5.8.3.5.5.9.10.12,0,9
66601,TreeNode,1.2.5.8.3.5.5.9.11,0,8
58931,TreeNode,1.2.5.8.3.5.5.10,0,7
58932,TreeNode,1.2.5.8.3.5.5.11,0,7
58933,TreeNode,1.2.5.8.3.5.5.12,0,7
20980,TreeNode,1.2.5.8.3.5.6,0,6
20981,TreeNode,1.2.5.8.3.5.7,0,6
20982,TreeNode,1.2.5.8.3.5.8,3,6
26287,TreeNode,1.2.5.8.3.5.8.1,0,7
26288,TreeNode,1.2.5.8.3.5.8.2,0,7
26289,TreeNode,1.2.5.8.3.5.8.3,0,7
26290,TreeNode,1.2.5.8.3.5.8.4,0,7
26291,TreeNode,1.2.5.8.3.5.8.5,0,7
26292,TreeNode,1.2.5.8.3.5.8.6,0,7
26293,TreeNode,1.2.5.8.3.5.8.7,2,7
40566,TreeNode,1.2.5.8.3.5.8.7.1,1,8
98671,TreeNode,1.2.5.8.3.5.8.7.1.1,0,9
98672,TreeNode,1.2.5.8.3.5.8.7.1.2,0,9
98673,TreeNode,1.2.5.8.3.5.8.7.1.3,0,9
98674,TreeNode,1.2.5.8.3.5.8.7.1.4,0,9
98675,TreeNode,1.2.5.8.3.5.8.7.1.5,0,9
98676,TreeNode,1.2.5.8.3.5.8.7.1.6,0,9
98677,TreeNode,1.2.5.8.3.5.8.7.1.7,0,9
98678,TreeNode,1.2.5.8.3.5.8.7.1.8,0,9
98679,TreeNode,1.2.5.8.3.5.8.7.1.9,0,9
98680,TreeNode,1.2.5.8.3.5.8.7.1.10,0,9
98681,TreeNode,1.2.5.8.3.5.8.7.1.11,0,9
40567,TreeNode,1.2.5.8.3.5.8.7.2,0,8
40568,TreeNode,1.2.5.8.3.5.8.7.3,0,8
40569,TreeNode,1.2.5.8.3.5.8.7.4,0,8
40570,TreeNode,1.2.5.8.3.5.8.7.5,0,8
40571,TreeNode,1.2.5.8.3.5.8.7.6,1,8
47083,TreeNode,1.2.5.8.3.5.8.7.6.1,0,9
47084,TreeNode,1.2.5.8.3.5.8.7.6.2,0,9
47085,TreeNode,1.2.5.8.3.5.8.7.6.3,0,9
47086,TreeNode,1.2.5.8.3.5.8.7.6.4,0,9
47087,TreeNode,1.2.5.8.3.5.8.7.6.5,0,9
47088,TreeNode,1.2.5.8.3.5.8.7.6.6,0,9
47089,TreeNode,1.2.5.8.3.5.8.7.6.7,0,9
47090,TreeNode,1.2.5.8.3.5.8.7.6.8,0,9
47091,TreeNode,1.2.5.8.3.5.8.7.6.9,0,9
47092,TreeNode,1.2.5.8.3.5.8.7.6.10,0,9
47093,TreeNode,1.2.5.8.3.5.8.7.6.11,0,9
47094,TreeNode,1.2.5.8.3.5.8.7.6.12,0,9
47095,TreeNode,1.2.5.8.3.5.8.7.6.13,0,9
40572,TreeNode,1.2.5.8.3.5.8.7.7,0,8
40573,TreeNode,1.2.5.8.3.5.8.7.8,0,8
40574,TreeNode,1.2.5.8.3.5.8.7.9,0,8
40575,TreeNode,1.2.5.8.3.5.8.7.10,0,8
40576,TreeNode,1.2.5.8.3.5.8.7.11,0,8
26294,TreeNode,1.2.5.8.3.5.8.8,0,7
26295,TreeNode,1.2.5.8.3.5.8.9,0,7
26296,TreeNode,1.2.5.8.3.5.8.10,0,7
26297,TreeNode,1.2.5.8.3.5.8.11,2,7
54215,TreeNode,1.2.5.8.3.5.8.11.1,0,8
54216,TreeNode,1.2.5.8.3.5.8.11.2,0,8
54217,TreeNode,1.2.5.8.3.5.8.11.3,0,8
54218,TreeNode,1.2.5.8.3.5.8.11.4,0,8
54219,TreeNode,1.2.5.8.3.5.8.11.5,1,8
91968,TreeNode,1.2.5.8.3.5.8.11.5.1,0,9
91969,TreeNode,1.2.5.8.3.5.8.11.5.2,0,9
91970,TreeNode,1.2.5.8.3.5.8.11.5.3,0,9
91971,TreeNode,1.2.5.8.3.5.8.11.5.4,0,9
91972,TreeNode,1.2.5.8.3.5.8.11.5.5,0,9
91973,TreeNode,1.2.5.8.3.5.8.11.5.6,0,9
91974,TreeNode,1.2.5.8.3.5.8.11.5.7,0,9
91975,TreeNode,1.2.5.8.3.5.8.11.5.8,0,9
91976,TreeNode,1.2.5.8.3.5.8.11.5.9,0,9
91977,TreeNode,1.2.5.8.3.5.8.11.5.10,0,9
91978,TreeNode,1.2.5.8.3.5.8.11.5.11,0,9
91979,TreeNode,1.2.5.8.3.5.8.11.5.12,0,9
91980,TreeNode,1.2.5.8.3.5.8.11.5.13,0,9
54220,TreeNode,1.2.5.8.3.5.8.11.6,0,8
54221,TreeNode,1.2.5.8.3.5.8.11.7,1,8
83346,TreeNode,1.2.5.8.3.5.8.11.7.1,0,9
83347,TreeNode,1.2.5.8.3.5.8.11.7.2,0,9
83348,TreeNode,1.2.5.8.3.5.8.11.7.3,0,9
83349,TreeNode,1.2.5.8.3.5.8.11.7.4,0,9
83350,TreeNode,1.2.5.8.3.5.8.11.7.5,0,9
83351,TreeNode,1.2.5.8.3.5.8.11.7.6,0,9
83352,TreeNode,1.2.5.8.3.5.8.11.7.7,0,9
83353,TreeNode,1.2.5.8.3.5.8.11.7.8,0,9
83354,TreeNode,1.2.5.8.3.5.8.11.7.9,0,9
83355,TreeNode,1.2.5.8.3.5.8.11.7.10,0,9
83356,TreeNode,1.2.5.8.3.5.8.11.7.11,0,9
83357,TreeNode,1.2.5.8.3.5.8.11.7.12,0,9
83358,TreeNode,1.2.5.8.3.5.8.11.7.13,0,9
54222,TreeNode,1.2.5.8.3.5.8.11.8,0,8
54223,TreeNode,1.2.5.8.3.5.8.11.9,0,8
54224,TreeNode,1.2.5.8.3.5.8.11.10,0,8
54225,TreeNode,1.2.5.8.3.5.8.11.11,0,8
54226,TreeNode,1.2.5.8.3.5.8.11.12,0,8
26298,TreeNode,1.2.5.8.3.5.8.12,0,7
26299,TreeNode,1.2.5.8.3.5.8.13,0,7
20983,TreeNode,1.2.5.8.3.5.9,2,6
44581,TreeNode,1.2.5.8.3.5.9.1,0,7
44582,TreeNode,1.2.5.8.3.5.9.2,0,7
44583,TreeNode,1.2.5.8.3.5.9.3,1,7
69227,TreeNode,1.2.5.8.3.5.9.3.1,0,8
69228,TreeNode,1.2.5.8.3.5.9.3.2,0,8
69229,TreeNode,1.2.5.8.3.5.9.3.3,0,8
69230,TreeNode,1.2.5.8.3.5.9.3.4,0,8
69231,TreeNode,1.2.5.8.3.5.9.3.5,0,8
69232,TreeNode,1.2.5.8.3.5.9.3.6,0,8
69233,TreeNode,1.2.5.8.3.5.9.3.7,0,8
69234,TreeNode,1.2.5.8.3.5.9.3.8,0,8
69235,TreeNode,1.2.5.8.3.5.9.3.9,0,8
69236,TreeNode,1.2.5.8.3.5.9.3.10,0,8
69237,TreeNode,1.2.5.8.3.5.9.3.11,0,8
69238,TreeNode,1.2.5.8.3.5.9.3.12,0,8
44584,TreeNode,1.2.5.8.3.5.9.4,0,7
44585,TreeNode,1.2.5.8.3.5.9.5,0,7
44586,TreeNode,1.2.5.8.3.5.9.6,0,7
44587,TreeNode,1.2.5.8.3.5.9.7,0,7
44588,TreeNode,1.2.5.8.3.5.9.8,0,7
44589,TreeNode,1.2.5.8.3.5.9.9,0,7
44590,TreeNode,1.2.5.8.3.5.9.10,0,7
44591,TreeNode,1.2.5.8.3.5.9.11,0,7
20984,TreeNode,1.2.5.8.3.5.10,0,6
20985,TreeNode,1.2.5.8.3.5.11,0,6
14205,TreeNode,1.2.5.8.3.6,0,5
14206,TreeNode,1.2.5.8.3.7,0,5
14207,TreeNode,1.2.5.8.3.8,5,5
68856,TreeNode,1.2.5.8.3.8.1,4,6
69343,TreeNode,1.2.5.8.3.8.1.1,0,7
69344,TreeNode,1.2.5.8.3.8.1.2,0,7
69345,TreeNode,1.2.5.8.3.8.1.3,0,7
69346,TreeNode,1.2.5.8.3.8.1.4,0,7
69347,TreeNode,1.2.5.8.3.8.1.5,0,7
69348,TreeNode,1.2.5.8.3.8.1.6,3,7
77640,TreeNode,1.2.5.8.3.8.1.6.1,0,8
77641,TreeNode,1.2.5.8.3.8.1.6.2,0,8
77642,TreeNode,1.2.5.8.3.8.1.6.3,0,8
77643,TreeNode,1.2.5.8.3.8.1.6.4,0,8
77644,TreeNode,1.2.5.8.3.8.1.6.5,0,8
77645,TreeNode,1.2.5.8.3.8.1.6.6,0,8
77646,TreeNode,1.2.5.8.3.8.1.6.7,0,8
77647,TreeNode,1.2.5.8.3.8.1.6.8,2,8
94901,TreeNode,1.2.5.8.3.8.1.6.8.1,0,9
94902,TreeNode,1.2.5.8.3.8.1.6.8.2,0,9
94903,TreeNode,1.2.5.8.3.8.1.6.8.3,0,9
94904,TreeNode,1.2.5.8.3.8.1.6.8.4,0,9
94905,TreeNode,1.2.5.8.3.8.1.6.8.5,0,9
94906,TreeNode,1.2.5.8.3.8.1.6.8.6,0,9
94907,TreeNode,1.2.5.8.3.8.1.6.8.7,0,9
94908,TreeNode,1.2.5.8.3.8.1.6.8.8,0,9
94909,TreeNode,1.2.5.8.3.8.1.6.8.9,0,9
94910,TreeNode,1.2.5.8.3.8.1.6.8.10,0,9
94911,TreeNode,1.2.5.8.3.8.1.6.8.11,0,9
94912,TreeNode,1.2.5.8.3.8.1.6.8.12,1,9
97998,TreeNode,1.2.5.8.3.8.1.6.8.12.1,0,10
97999,TreeNode,1.2.5.8.3.8.1.6.8.12.2,0,10
98000,TreeNode,1.2.5.8.3.8.1.6.8.12.3,0,10
98001,TreeNode,1.2.5.8.3.8.1.6.8.12.4,0,10
98002,TreeNode,1.2.5.8.3.8.1.6.8.12.5,0,10
98003,TreeNode,1.2.5.8.3.8.1.6.8.12.6,0,10
98004,TreeNode,1.2.5.8.3.8.1.6.8.12.7,0,10
98005,TreeNode,1.2.5.8.3.8.1.6.8.12.8,0,10
98006,TreeNode,1.2.5.8.3.8.1.6.8.12.9,0,10
98007,TreeNode,1.2.5.8.3.8.1.6.8.12.10,0,10
98008,TreeNode,1.2.5.8.3.8.1.6.8.12.11,0,10
98009,TreeNode,1.2.5.8.3.8.1.6.8.12.12,0,10
98010,TreeNode,1.2.5.8.3.8.1.6.8.12.13,0,10
94913,TreeNode,1.2.5.8.3.8.1.6.8.13,0,9
77648,TreeNode,1.2.5.8.3.8.1.6.9,0,8
77649,TreeNode,1.2.5.8.3.8.1.6.10,0,8
77650,TreeNode,1.2.5.8.3.8.1.6.11,0,8
77651,TreeNode,1.2.5.8.3.8.1.6.12,0,8
77652,TreeNode,1.2.5.8.3.8.1.6.13,0,8
69349,TreeNode,1.2.5.8.3.8.1.7,0,7
69350,TreeNode,1.2.5.8.3.8.1.8,0,7
69351,TreeNode,1.2.5.8.3.8.1.9,0,7
69352,TreeNode,1.2.5.8.3.8.1.10,0,7
69353,TreeNode,1.2.5.8.3.8.1.11,0,7
69354,TreeNode,1.2.5.8.3.8.1.12,0,7
68857,TreeNode,1.2.5.8.3.8.2,0,6
68858,TreeNode,1.2.5.8.3.8.3,0,6
68859,TreeNode,1.2.5.8.3.8.4,0,6
68860,TreeNode,1.2.5.8.3.8.5,0,6
68861,TreeNode,1.2.5.8.3.8.6,0,6
68862,TreeNode,1.2.5.8.3.8.7,0,6
68863,TreeNode,1.2.5.8.3.8.8,0,6
68864,TreeNode,1.2.5.8.3.8.9,0,6
68865,TreeNode,1.2.5.8.3.8.10,0,6
68866,TreeNode,1.2.5.8.3.8.11,0,6
68867,TreeNode,1.2.5.8.3.8.12,1,6
97280,TreeNode,1.2.5.8.3.8.12.1,0,7
97281,TreeNode,1.2.5.8.3.8.12.2,0,7
97282,TreeNode,1.2.5.8.3.8.12.3,0,7
97283,TreeNode,1.2.5.8.3.8.12.4,0,7
97284,TreeNode,1.2.5.8.3.8.12.5,0,7
97285,TreeNode,1.2.5.8.3.8.12.6,0,7
97286,TreeNode,1.2.5.8.3.8.12.7,0,7
97287,TreeNode,1.2.5.8.3.8.12.8,0,7
97288,TreeNode,1.2.5.8.3.8.12.9,0,7
97289,TreeNode,1.2.5.8.3.8.12.10,0,7
97290,TreeNode,1.2.5.8.3.8.12.11,0,7
97291,TreeNode,1.2.5.8.3.8.12.12,0,7
97292,TreeNode,1.2.5.8.3.8.12.13,0,7
68868,TreeNode,1.2.5.8.3.8.13,0,6
14208,TreeNode,1.2.5.8.3.9,0,5
14209,TreeNode,1.2.5.8.3.10,0,5
14210,TreeNode,1.2.5.8.3.11,0,5
14211,TreeNode,1.2.5.8.3.12,2,5
37182,TreeNode,1.2.5.8.3.12.1,0,6
37183,TreeNode,1.2.5.8.3.12.2,0,6
37184,TreeNode,1.2.5.8.3.12.3,0,6
37185,TreeNode,1.2.5.8.3.12.4,0,6
37186,TreeNode,1.2.5.8.3.12.5,0,6
37187,TreeNode,1.2.5.8.3.12.6,1,6
56190,TreeNode,1.2.5.8.3.12.6.1,0,7
56191,TreeNode,1.2.5.8.3.12.6.2,0,7
56192,TreeNode,1.2.5.8.3.12.6.3,0,7
56193,TreeNode,1.2.5.8.3.12.6.4,0,7
56194,TreeNode,1.2.5.8.3.12.6.5,0,7
56195,TreeNode,1.2.5.8.3.12.6.6,0,7
56196,TreeNode,1.2.5.8.3.12.6.7,0,7
56197,TreeNode,1.2.5.8.3.12.6.8,0,7
56198,TreeNode,1.2.5.8.3.12.6.9,0,7
56199,TreeNode,1.2.5.8.3.12.6.10,0,7
56200,TreeNode,1.2.5.8.3.12.6.11,0,7
56201,TreeNode,1.2.5.8.3.12.6.12,0,7
56202,TreeNode,1.2.5.8.3.12.6.13,0,7
37188,TreeNode,1.2.5.8.3.12.7,0,6
37189,TreeNode,1.2.5.8.3.12.8,0,6
37190,TreeNode,1.2.5.8.3.12.9,0,6
37191,TreeNode,1.2.5.8.3.12.10,0,6
37192,TreeNode,1.2.5.8.3.12.11,0,6
7345,TreeNode,1.2.5.8.4,0,4
7346,TreeNode,1.2.5.8.5,0,4
7347,TreeNode,1.2.5.8.6,2,4
56375,TreeNode,1.2.5.8.6.1,0,5
56376,TreeNode,1.2.5.8.6.2,0,5
56377,TreeNode,1.2.5.8.6.3,0,5
56378,TreeNode,1.2.5.8.6.4,0,5
56379,TreeNode,1.2.5.8.6.5,0,5
56380,TreeNode,1.2.5.8.6.6,0,5
56381,TreeNode,1.2.5.8.6.7,0,5
56382,TreeNode,1.2.5.8.6.8,0,5
56383,TreeNode,1.2.5.8.6.9,0,5
56384,TreeNode,1.2.5.8.6.10,1,5
69532,TreeNode,1.2.5.8.6.10.1,0,6
69533,TreeNode,1.2.5.8.6.10.2,0,6
69534,TreeNode,1.2.5.8.6.10.3,0,6
69535,TreeNode,1.2.5.8.6.10.4,0,6
69536,TreeNode,1.2.5.8.6.10.5,0,6
69537,TreeNode,1.2.5.8.6.10.6,0,6
69538,TreeNode,1.2.5.8.6.10.7,0,6
69539,TreeNode,1.2.5.8.6.10.8,0,6
69540,TreeNode,1.2.5.8.6.10.9,0,6
69541,TreeNode,1.2.5.8.6.10.10,0,6
69542,TreeNode,1.2.5.8.6.10.11,0,6
56385,TreeNode,1.2.5.8.6.11,0,5
7348,TreeNode,1.2.5.8.7,0,4
7349,TreeNode,1.2.5.8.8,0,4
7350,TreeNode,1.2.5.8.9,0,4
7351,TreeNode,1.2.5.8.10,0,4
7352,TreeNode,1.2.5.8.11,0,4
3386,TreeNode,1.2.5.9,0,3
3387,TreeNode,1.2.5.10,0,3
3388,TreeNode,1.2.5.11,0,3
3389,TreeNode,1.2.5.12,0,3
3390,TreeNode,1.2.5.13,0,3
3123,TreeNode,1.2.6,0,2
3124,TreeNode,1.2.7,0,2
3125,TreeNode,1.2.8,5,2
4120,TreeNode,1.2.8.1,0,3
4121,TreeNode,1.2.8.2,0,3
4122,TreeNode,1.2.8.3,0,3
4123,TreeNode,1.2.8.4,3,3
12654,TreeNode,1.2.8.4.1,0,4
12655,TreeNode,1.2.8.4.2,2,4
25126,TreeNode,1.2.8.4.2.1,0,5
25127,TreeNode,1.2.8.4.2.2,0,5
25128,TreeNode,1.2.8.4.2.3,0,5
25129,TreeNode,1.2.8.4.2.4,0,5
25130,TreeNode,1.2.8.4.2.5,1,5
89145,TreeNode,1.2.8.4.2.5.1,0,6
89146,TreeNode,1.2.8.4.2.5.2,0,6
89147,TreeNode,1.2.8.4.2.5.3,0,6
89148,TreeNode,1.2.8.4.2.5.4,0,6
89149,TreeNode,1.2.8.4.2.5.5,0,6
89150,TreeNode,1.2.8.4.2.5.6,0,6
89151,TreeNode,1.2.8.4.2.5.7,0,6
89152,TreeNode,1.2.8.4.2.5.8,0,6
89153,TreeNode,1.2.8.4.2.5.9,0,6
89154,TreeNode,1.2.8.4.2.5.10,0,6
89155,TreeNode,1.2.8.4.2.5.11,0,6
89156,TreeNode,1.2.8.4.2.5.12,0,6
25131,TreeNode,1.2.8.4.2.6,1,5
46351,TreeNode,1.2.8.4.2.6.1,0,6
46352,TreeNode,1.2.8.4.2.6.2,0,6
46353,TreeNode,1.2.8.4.2.6.3,0,6
46354,TreeNode,1.2.8.4.2.6.4,0,6
46355,TreeNode,1.2.8.4.2.6.5,0,6
46356,TreeNode,1.2.8.4.2.6.6,0,6
46357,TreeNode,1.2.8.4.2.6.7,0,6
46358,TreeNode,1.2.8.4.2.6.8,0,6
